barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,tamano_promedio_hogar,educacion_ratio_publico_privado,ranking_infraestructura,percentil_infraestructura
CRISOL NORTE,-0.3428,-0.2091,-0.3667,-0.7548,1.0294,0.7289,1.1124,-0.4858,2.7648,3.063,0.1885,-0.2838,0.3244,-0.3125,1.42,2.8306,-0.4167,-0.2758,2.6411,0.3661,0.8528,-0.4943,-0.2968,0.2968,2.9471,-31.428051362204,-64.167176368668,-1.7581,-0.1742,6,1.6766
CRISOL SUD,0.078,0.1116,-0.3286,-0.7602,0.832,0.7289,0.7551,-0.4858,0.5458,0.7634,0.3765,-0.2838,0.3244,0.7215,1.1549,0.8091,-0.4167,-0.2758,-0.2585,-0.2755,0.8528,-0.4943,-0.2968,0.2968,0.0607,-31.4349582821362,-64.1674254311003,-0.5289,0.0093,177,0.4954
CUPANI,-0.1374,-0.1359,-0.1609,-0.0758,-0.1551,-0.6587,0.3978,1.9142,0.1759,0.3802,-0.5091,-0.2838,0.3244,0.317,3.2869,-0.0956,2.0094,-0.2758,-0.1573,-0.098,0.8528,2.0231,-0.2968,0.2968,0.4693,-31.4214735888533,-64.2076951619414,0.1289,-0.7304,118,0.9076
DE LOS BIOQUIMICOS,-0.3346,-0.3152,-0.2142,0.355,-0.5499,-0.6587,-0.3168,-0.4858,0.1759,-0.578,-0.5455,-0.2838,0.3244,-0.2784,-0.4469,-0.7611,-0.4167,-0.2758,0.5362,0.3338,-1.1726,-0.4943,-0.2968,0.2968,-0.2067,-31.3204288535283,-64.2668138957885,0.631,-0.7304,232,0.1074
DE LOS DOCENTES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.1947,-0.5455,-0.2838,1.6826,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,4.3158,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4590670929175,-64.1524118917786,-1.3426,-0.7304,347,-0.7274
DEAN FUNES,-0.1635,-0.1315,-0.2371,-0.3453,-0.1551,-0.3118,0.0405,-0.4858,1.4704,1.1467,-0.0178,-0.2838,0.3244,0.2561,1.42,-0.0583,-0.4167,-0.2758,0.909,-0.0633,0.8528,-0.4943,-0.2968,0.2968,0.385,-31.4458597071522,-64.1178957921271,-0.2866,-0.1742,130,0.8245
DIPAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3563236095696,-64.2944936477692,-1.3426,-0.7304,469,-1.6419
DUCASSE,-0.4002,-0.2927,-0.1609,0.5411,-0.3525,-0.3118,-0.3168,-0.4858,3.7819,7.4706,-0.5151,-0.2838,0.3244,-0.589,-0.4469,0.0389,-0.4167,-0.2758,2.6411,0.6776,0.8528,-0.4943,-0.2968,0.2968,1.556,-31.404888252086,-64.1908855434012,-1.4984,-0.1742,43,1.4341
EJERCITO ARGENTINO,-0.2191,-0.1634,-0.3438,-0.691,0.0424,0.382,-0.3168,-0.4858,2.395,3.8296,-0.1573,-0.2838,0.3244,0.1106,-0.4469,0.4577,-0.4167,-0.2758,2.0351,0.0248,0.8528,-0.4943,-0.2968,0.2968,1.3718,-31.447568948723,-64.1961913422897,-0.5462,0.9382,50,1.3856
EL BALCON,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.3747201959085,-64.2747796532456,-1.3426,-0.7304,447,-1.4167
EL BOSQUE,-0.2699,-0.2828,-0.359,-0.6573,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.578,-0.5455,-0.2838,0.3244,-0.0432,-0.4469,-0.7611,-0.4167,-0.2758,-0.4626,0.1328,-1.1726,-0.4943,-0.2968,0.2968,-0.8542,-31.3380384713002,-64.307387518257,1.0984,-0.7304,420,-1.2124
EL CABILDO,0.4193,0.2255,0.266,0.2539,0.4372,1.0758,-0.3168,1.9142,1.0081,-0.0031,-0.4666,-0.2838,0.3244,1.1486,-0.4469,-0.0209,0.6677,-0.2758,-0.372,-0.402,0.8528,2.0231,-0.2968,0.2968,-0.0719,-31.4859068227125,-64.2351105437776,0.8906,2.0507,206,0.291
EL CERRITO,0.1424,-0.0006,0.3956,1.1049,-0.3525,-0.3118,-0.3168,1.9142,-0.2864,-0.3864,-0.5151,-0.2838,1.6826,0.8164,-0.4469,-0.5592,1.0784,-0.2758,-0.705,0.031,0.8528,2.0231,-0.2968,0.2968,-0.4214,-31.3221687252868,-64.2502548066828,1.2196,-0.1742,285,-0.2632
EL PRADO,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.375753313966,-64.2703111858803,-1.3426,-0.7304,288,-0.3082
EL PUEBLITO,-0.3246,-0.324,0.5404,5.7038,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-0.2392,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4064405446942,-64.2568328545741,1.1849,-0.7304,469,-1.6419
EL QUEBRACHAL,-0.487,-0.3966,-0.3667,-0.4747,-0.5499,-0.6587,-0.3168,-0.4858,-0.2864,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.4137,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.3619,-31.3380076521557,-64.0666753385544,-1.3426,-0.7304,132,0.7968
EL QUEBRACHO,0.2822,0.0528,0.6318,1.4524,-0.1551,0.0351,-0.3168,-0.4858,0.0835,-0.0031,0.8981,-0.2838,1.6826,0.998,-0.4469,-0.4172,-0.4167,-0.2758,-0.6191,-0.0782,0.8528,-0.4943,-0.2968,0.2968,-0.7844,-31.4773371547605,-64.1377151621983,1.7562,0.382,396,-1.0426
EL REFUGIO,-0.3474,-0.3229,-0.3895,-0.8116,-0.3525,-0.6587,0.0405,-0.4858,-0.5637,-0.1947,0.3401,-0.2838,-1.0337,-0.3321,3.2869,-0.1405,-0.4167,-0.2758,-0.4027,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.5063,-31.3442649511605,-64.2818199937408,0.5617,-0.7304,312,-0.4537
EL TREBOL,-0.3348,-0.28,-0.359,-0.6591,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.0031,-0.1815,-0.2838,0.3244,-0.2795,-0.4469,-0.7611,-0.4167,-0.2758,-0.4334,0.3338,-1.1726,-0.4943,-0.2968,0.2968,-0.8354,-31.4230857776258,-64.2255537451732,-0.3558,-0.7304,413,-1.1604
EL VIEJO ALGARROBO,-0.487,-0.3966,-0.3743,-0.5634,-0.3525,-0.3118,-0.3168,-0.4858,1.1005,-0.578,-0.5455,-0.2838,0.3244,-1.235,-0.4469,0.7343,-0.4167,-0.2758,2.6411,1.8341,0.8528,-0.4943,-0.2968,0.2968,1.9023,-31.5024363493638,-64.1658119554321,-1.3426,-0.1742,32,1.5069
EMAUS,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5091,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.4273,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8311,-31.4371264001266,-64.1430479576708,-1.3426,-0.7304,406,-1.1292
EMPALME,0.0959,0.1204,-0.3133,-0.7318,0.832,1.0758,0.3978,-0.4858,-0.3788,0.7634,-0.0663,2.8315,-1.0337,0.7483,0.621,0.7642,-0.4167,3.9761,-0.728,-0.6477,0.8528,-0.4943,3.369,0.2968,0.3308,-31.4345112094775,-64.130487667635,-0.4597,0.6601,144,0.7275
EMPALME CASAS DE OBREROS Y EMPLEADOS,-0.341,-0.3004,-0.3057,-0.3028,-0.5499,-0.6587,-0.3168,-0.4858,0.9156,1.3383,-0.3999,-0.2838,0.3244,-0.3053,-0.4469,-0.7611,-0.4167,-0.2758,1.5717,0.3586,-1.1726,-0.4943,-0.2968,0.2968,0.4645,-31.4387401458057,-64.1251666065268,0.0251,-0.7304,120,0.8938
ESCOBAR,-0.1523,-0.1035,-0.3514,-0.7495,0.2398,0.0351,0.3978,-0.4858,0.5458,-0.0031,2.2204,-0.2838,-1.0337,0.2829,1.42,0.6072,-0.4167,-0.2758,0.1557,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.2282,-31.3918891605182,-64.2206422574801,-0.5289,-0.1742,149,0.6894
ESCUELA DE SUBOFICIALES,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,1.9142,-0.8411,-0.578,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,3.2291,-0.2758,-0.4273,1.8341,-1.1726,2.0231,-0.2968,0.2968,0.3619,-31.4272175434882,-64.2575368439051,-1.3426,-0.7304,132,0.7968
ESTACION FLORES,0.1856,0.0566,0.5404,1.229,0.4372,1.0758,-0.3168,1.9142,0.1759,-0.3864,1.1954,-0.2838,0.3244,0.8762,-0.4469,0.2034,0.9963,-0.2758,-0.527,-0.3276,0.8528,2.0231,-0.2968,0.2968,0.0473,-31.4487314083608,-64.2475078934286,0.8906,2.0507,181,0.4677
ESTADIO CORDOBA,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.3678801343148,-64.2467689606442,-1.3426,-0.7304,288,-0.3082
FERIAR,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.3864,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,2.0274,1.8341,-1.1726,-0.4943,-0.2968,0.2968,0.7598,-31.3702867943909,-64.2556701915654,-1.3426,-0.7304,90,1.0981
FERRER,-0.2193,-0.2525,0.6547,4.4167,-0.5499,-0.6587,-0.3168,1.9142,0.1759,0.1885,-0.4181,-0.2838,1.6826,0.1096,-0.4469,-0.7611,2.5516,-0.2758,0.0406,0.6986,-1.1726,2.0231,-0.2968,0.2968,0.4435,-31.4437749243189,-64.2117812947588,1.2369,-0.7304,122,0.8799
FERREYRA,0.184,0.0594,0.3651,0.823,0.4372,0.7289,0.0405,-0.4858,0.7307,-0.3864,-0.1451,5.9468,0.3244,0.8742,0.2999,0.2034,-0.4167,3.9761,-0.2877,-0.3263,0.8528,-0.4943,3.369,0.2968,0.3367,-31.4663540173135,-64.1106089877883,0.8387,1.4945,141,0.7483
FERREYRA SEGUNDA SECCION,-0.3996,-0.3884,-0.1609,1.7201,-0.5499,-0.6587,-0.3168,-0.4858,-0.4713,-0.3864,-0.5455,-0.2838,-1.0337,-0.5859,-0.4469,-0.7611,-0.4167,-0.2758,-0.0606,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.5938,-31.4710619707259,-64.1175953235484,1.8947,-0.7304,331,-0.5888
FERROVIARIO MITRE,-0.3609,-0.3141,-0.0846,1.2095,0.6346,1.0758,0.0405,-0.4858,-0.1939,0.9551,-0.4605,-0.2838,0.3244,-0.3919,0.1766,2.8306,-0.4167,-0.2758,0.1772,0.448,0.8528,-0.4943,-0.2968,0.2968,1.3504,-31.4334514626288,-64.136352474103,-0.0615,2.0507,53,1.3649
FINCA LA DOROTEA,-0.487,-0.3966,-0.3286,-0.0315,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.4727,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.4273,1.8341,-1.1726,-0.4943,-0.2968,0.2968,-0.8311,-31.3764290500034,-64.1151406917793,-1.3426,-0.7304,406,-1.1292
FINCAS DEL SUR,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,0.5888,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4867716545205,-64.1572739805666,-1.3426,-0.7304,469,-1.6419
GENERAL ARENALES,-0.1248,-0.1645,0.0526,0.7929,0.0424,0.382,-0.3168,4.3143,-0.1014,-0.578,-0.2968,-0.2838,1.6826,0.3459,-0.4469,0.2034,3.2291,-0.2758,-0.3797,0.4232,0.8528,2.0231,-0.2968,0.2968,0.8736,-31.3687802681924,-64.0602371117818,0.7868,0.9382,82,1.1605
GENERAL ARTIGAS,-0.2774,-0.2476,-0.3438,-0.6166,-0.1551,0.0351,-0.3168,-0.4858,-0.1014,-0.1947,-0.133,-0.2838,-1.0337,-0.0679,-0.4469,0.2034,-0.4167,-0.2758,-0.0529,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.1079,-31.4615195852108,-64.1996215023561,0.0424,0.382,214,0.2356
GENERAL BELGRANO,0.0417,-0.0171,-0.1761,-0.3205,-0.1551,0.0351,-0.3168,-0.4858,-0.2864,-0.1947,0.7708,-0.2838,0.3244,0.6637,-0.4469,-0.29,-0.4167,-0.2758,-0.6513,-0.2544,0.8528,-0.4943,-0.2968,0.2968,-0.7414,-31.3704293934515,-64.1372878299525,0.4579,0.382,384,-0.956
GENERAL BUSTOS,2.5331,2.2068,1.4474,-0.0439,2.6088,2.4634,2.1843,-0.4858,1.7478,0.7634,2.1658,-0.2838,1.6826,2.3167,1.1885,0.0016,-0.4167,-0.2758,-0.7464,-0.4889,0.8528,-0.4943,-0.2968,0.2968,-0.6582,-31.3903336123251,-64.1696498558799,-0.1827,-0.0129,362,-0.8036
GENERAL MOSCONI,0.0756,-0.0385,0.4337,1.3744,-0.3525,-0.3118,-0.3168,1.9142,0.4533,0.3802,0.334,-0.2838,0.3244,0.7173,-0.4469,-0.5368,1.2318,-0.2758,-0.303,-0.2742,0.8528,2.0231,-0.2968,0.2968,-0.0993,-31.3651885926033,-64.1504410565656,1.0984,-0.1742,213,0.2425
GENERAL PAZ,1.3108,1.8085,0.4108,-0.4676,3.9907,3.8511,3.2562,-0.4858,1.9327,1.7216,0.8496,2.8315,0.3244,1.8039,1.1773,1.0409,-0.4167,2.5888,-0.5255,-0.5174,0.8528,-0.4943,3.369,0.2968,0.4049,-31.4125574874454,-64.1656906995031,-1.7581,-0.0074,126,0.8522
GENERAL PUEYRREDON,4.1991,3.8597,3.8713,0.3355,2.8062,0.7289,4.328,-0.4858,3.412,1.53,0.6798,-0.2838,0.3244,2.7584,2.4095,-0.2302,-0.4167,-0.2758,-0.7341,-0.5956,0.8528,-0.4943,-0.2968,0.2968,-0.7656,-31.4020774327923,-64.1624596839047,-0.425,-0.558,388,-0.9837
GENERAL SAVIO,0.3874,0.2134,1.981,3.321,-0.5499,-0.6587,-0.3168,-0.4858,-0.1939,-0.578,-0.1209,-0.2838,0.3244,1.1156,-0.4469,-0.7611,-0.4167,-0.2758,-0.7587,-0.3933,-1.1726,-0.4943,-0.2968,0.2968,-1.0459,-31.371992117919,-64.1580891610321,0.7868,-0.7304,453,-1.441
GRANADERO PRINGLES,-0.1465,-0.1612,-0.2828,-0.4659,-0.5499,-0.6587,-0.3168,-0.4858,0.7307,-0.0031,-0.3938,-0.2838,0.3244,0.2963,-0.4469,-0.7611,-0.4167,-0.2758,0.2784,-0.0856,-1.1726,-0.4943,-0.2968,0.2968,-0.3736,-31.3755515882091,-64.1976083748721,0.4232,-0.7304,273,-0.1801
GRANJA DE FUNES,0.1836,0.1688,-0.199,-0.5279,0.4372,1.0758,-0.3168,-0.4858,1.7478,1.3383,-0.2422,-0.2838,0.3244,0.8731,-0.4469,0.2034,-0.4167,-0.2758,0.1496,-0.3263,0.8528,-0.4943,-0.2968,0.2968,0.0231,-31.349164455122,-64.2445719762199,-0.2173,2.0507,186,0.433
GUARNICION AEREA CORDOBA,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4437692781579,-64.2815434253756,-1.3426,-0.7304,469,-1.6419
GUARNICION MILITAR CORDOBA,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.5333,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3932530580866,-64.2925498765201,-1.3426,-0.7304,469,-1.6419
GUAYAQUIL,-0.4697,-0.3966,-0.4048,-0.9179,-0.1551,0.0351,-0.3168,-0.4858,0.2684,-0.0031,-0.0238,-0.2838,0.3244,-1.0699,-0.4469,1.7886,-0.4167,-0.2758,2.6181,1.4668,0.8528,-0.4943,-0.2968,0.2968,2.4129,-31.382844844148,-64.1550652774413,-0.5809,0.382,18,1.6108
GUEMES,1.7221,2.4268,2.8575,0.5057,2.8062,4.198,0.7551,1.9142,2.7648,3.2547,0.2552,-0.2838,-1.0337,2.0061,0.2103,0.338,0.0543,-0.2758,-0.4979,-0.6477,0.8528,2.0231,-0.2968,0.2968,-0.175,-31.4281317736306,-64.1936790393253,-1.9139,1.8671,226,0.1525
GUINAZU,-0.3155,-0.3015,-0.0923,1.0305,0.4372,1.0758,-0.3168,1.9142,0.8232,-0.3864,-0.4848,2.8315,0.3244,-0.2031,-0.4469,1.983,3.2291,3.9761,1.2143,0.2643,0.8528,2.0231,3.369,0.2968,3.3895,-31.3122463444352,-64.1732935256594,0.6483,2.0507,4,1.7078
GUINAZU SUD,-0.487,-0.3966,-0.3819,-0.652,-0.5499,-0.6587,-0.3168,1.9142,0.0835,-0.3864,-0.5212,-0.2838,0.3244,-1.235,-0.4469,-0.7611,3.2291,-0.2758,2.6411,1.8341,-1.1726,2.0231,-0.2968,0.2968,2.3506,-31.335667108704,-64.1831340646197,-1.3426,-0.7304,20,1.5866
HIPOLITO IRIGOYEN,0.0734,-0.0154,0.2279,0.7291,-0.5499,-0.6587,-0.3168,1.9142,-0.4713,-0.0031,-0.406,-0.2838,0.3244,0.7142,-0.4469,-0.7611,1.2372,-0.2758,-0.7633,-0.273,-1.1726,2.0231,-0.2968,0.2968,-0.5079,-31.3728101396738,-64.1862965749199,0.7522,-0.7304,313,-0.4641
HOGAR PROPIO,0.3529,0.363,0.0221,-0.2903,-0.1551,0.0351,-0.3168,1.9142,0.7307,0.1885,-0.4363,-0.2838,3.0407,1.0785,-0.4469,-0.4471,0.7443,-0.2758,-0.4227,0.1415,0.8528,2.0231,-0.2968,0.2968,-0.292,-31.4073366174112,-64.1541697551546,-0.5116,0.382,248,-0.0034
HORIZONTE,-0.185,-0.1541,-0.3209,-0.613,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,0.3802,0.5949,-0.2838,-1.0337,0.2014,-0.4469,-0.7611,-0.4167,-0.2758,-0.28,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.7355,-31.458659818397,-64.2065221911296,-0.2173,-0.7304,383,-0.9491
INAUDI,-0.2555,-0.2542,-0.3743,-0.7637,0.2398,0.7289,-0.3168,1.9142,-0.3788,-0.578,-0.23,2.8315,0.3244,0.0022,-0.4469,1.0409,2.8802,3.9761,-0.3951,0.0993,0.8528,2.0231,3.369,0.2968,1.7632,-31.4764448201221,-64.1942870194643,0.5963,1.4945,36,1.4826
INDEPENDENCIA,-0.4247,-0.3449,-0.3514,-0.496,-0.3525,-0.6587,0.0405,-0.4858,0.4533,0.9551,-0.315,-0.2838,-1.0337,-0.7345,3.2869,0.1586,-0.4167,-0.2758,1.9783,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.1861,-31.4011747261759,-64.1901515777845,-0.8752,-0.7304,58,1.3302
INDUSTRIAL ESTE,-0.3569,-0.2943,-0.3972,-0.8719,-0.5499,-0.6587,-0.3168,-0.4858,0.2684,1.1467,0.4675,-0.2838,-1.0337,-0.3744,-0.4469,-0.7611,-0.4167,-0.2758,0.8215,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.022,-31.4295150677245,-64.1642099648801,-0.4943,-0.7304,195,0.3672
INDUSTRIAL OESTE,-0.2637,-0.2465,-0.2981,-0.3932,-0.5499,-0.6587,-0.3168,-0.4858,0.7307,-0.1947,0.3462,-0.2838,-1.0337,-0.0236,-0.4469,-0.7611,-0.4167,-0.2758,0.7571,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0638,-31.4093022069007,-64.2665553929106,0.2674,-0.7304,204,0.3049
IPONA,-0.391,-0.2855,-0.3438,-0.5651,0.0424,-0.6587,0.7551,-0.4858,1.3779,2.4881,-0.4605,-0.2838,0.3244,-0.5395,3.2869,1.5194,-0.4167,-0.2758,2.6411,0.6155,0.8528,-0.4943,-0.2968,0.2968,2.2937,-31.4447612065343,-64.1883722304098,-1.4464,-0.7304,24,1.5658
IPV ANEXO LOS GIGANTES,0.4573,0.2711,-0.1304,-0.4659,0.0424,0.382,-0.3168,-0.4858,-0.009,-0.3864,-0.5455,-0.2838,0.3244,1.1868,-0.4469,-0.3349,-0.4167,-0.2758,-0.7188,-0.4107,0.8528,-0.4943,-0.2968,0.2968,-0.808,-31.3648676647868,-64.16327334385565,0.7522,0.9382,400,-1.0703
IRUPE,-0.4824,-0.3966,-0.3286,-0.0315,0.0424,0.382,-0.3168,-0.4858,-0.4713,0.3802,-0.2725,-0.2838,0.3244,-1.1896,-0.4469,2.8306,-0.4167,-0.2758,0.7187,1.7249,0.8528,-0.4943,-0.2968,0.2968,1.701,-31.4591661313717,-64.2025406690525,-1.1348,0.9382,39,1.4619
ITUZAINGO,0.0493,0.0066,-0.2676,-0.5758,1.2269,1.4227,0.7551,-0.4858,0.4533,-0.0031,-0.4302,2.8315,-1.0337,0.6761,0.7965,1.3475,-0.4167,3.9761,-0.2723,-0.6477,0.8528,-0.4943,3.369,0.2968,0.9165,-31.4647362980865,-64.0971483618541,0.2501,0.382,78,1.1882
ITUZAINGO ANEXO,0.6249,0.3641,0.6471,0.628,-0.3525,-0.3118,-0.3168,1.9142,2.2101,0.1885,-0.406,-0.2838,5.757,1.3406,-0.4469,-0.6415,0.4814,-0.2758,-0.1573,0.3723,0.8528,2.0231,-0.2968,0.2968,-0.3028,-31.4636925992066,-64.0829019327012,0.9772,-0.1742,251,-0.0242
ITUZAINGO II,-0.2772,-0.2899,-0.0846,0.972,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5455,-0.2838,0.3244,-0.0669,-0.4469,-0.7611,-0.4167,-0.2758,-0.843,0.1514,-1.1726,-0.4943,-0.2968,0.2968,-1.1006,-31.4748343925178,-64.087896921299,1.1503,-0.7304,460,-1.4895
JARDIN,0.7763,0.935,-0.0618,-0.613,1.8191,2.1165,1.1124,-0.4858,0.1759,1.7216,-0.23,-0.2838,0.3244,1.4623,0.7965,0.5474,-0.4167,-0.2758,-0.7495,-0.4665,0.8528,-0.4943,-0.2968,0.2968,-0.3881,-31.4463256163336,-64.1817052357987,-1.1521,0.382,277,-0.2078
JARDIN DEL CLARET,-0.487,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.009,-0.0031,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,2.3342,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.9584,-31.3481294929873,-64.2295895723668,-1.3426,-0.7304,75,1.2055
JARDIN DEL PILAR,-0.1621,-0.1585,-0.1228,0.1192,-0.1551,0.0351,-0.3168,-0.4858,0.0835,-0.1947,0.1581,-0.2838,0.3244,0.2592,-0.4469,-0.0583,-0.4167,-0.2758,-0.1772,-0.0657,0.8528,-0.4943,-0.2968,0.2968,-0.3189,-31.4441158992776,-64.1528930609459,0.1636,0.382,256,-0.0588
JARDIN DEL SUD,-0.2914,-0.2586,-0.3819,-0.7992,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.3864,-0.315,-0.2838,0.3244,-0.1154,-0.4469,-0.7611,-0.4167,-0.2758,-0.3168,0.1899,-1.1726,-0.4943,-0.2968,0.2968,-0.7597,-31.4560504721943,-64.1645849897324,0.0251,-0.7304,386,-0.9733
JARDIN ESPINOSA,-0.2848,-0.2399,-0.3819,-0.808,0.6346,-0.6587,1.827,-0.4858,-0.4713,-0.1947,1.5472,-0.2838,0.3244,-0.0927,3.2869,2.1999,-0.4167,-0.2758,-0.4334,0.1713,0.8528,-0.4943,-0.2968,0.2968,0.64,-31.4534509945975,-64.1712567263831,-0.2692,-0.7304,103,1.015
JARDIN HIPODROMO,-0.1507,-0.1524,-0.1914,-0.1467,0.0424,-0.6587,0.7551,-0.4858,-0.8411,-0.578,-0.3756,-0.2838,1.6826,0.286,3.2869,0.2633,-0.4167,-0.2758,-0.9013,0.4865,0.8528,-0.4943,-0.2968,0.2968,-0.6281,-31.4589242324741,-64.19080381357651,0.2155,-0.7304,344,-0.6754
JARDINES DEL JOCKEY,-0.4838,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.0031,-0.5455,-0.2838,-1.0337,-1.203,-0.4469,-0.7611,-0.4167,-0.2758,1.0409,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.1203,-31.4545213844294,-64.1762033277934,-1.2041,-0.7304,164,0.5855
JERONIMO LUIS DE CABRERA,0.0652,0.0038,-0.0389,-0.0014,-0.3525,-0.3118,-0.3168,-0.4858,0.4533,0.1885,-0.4848,-0.2838,1.6826,0.7008,-0.4469,-0.5293,-0.4167,-0.2758,-0.2907,0.1105,0.8528,-0.4943,-0.2968,0.2968,-0.6271,-31.355929776680497,-64.182586923343,0.4405,-0.1742,343,-0.6685
JOCKEY CLUB,-0.4838,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.1947,0.0368,-0.2838,0.3244,-1.203,-0.4469,-0.7611,-0.4167,-0.2758,-0.4457,1.7571,-1.1726,-0.4943,-0.2968,0.2968,-0.8429,-31.45350962939535,-64.17915620724006,-1.2041,-0.7304,416,-1.1812
JOSE HERNANDEZ,0.0575,0.0165,-0.0694,-0.0971,-0.3525,-0.3118,-0.3168,1.9142,-0.1939,-0.1947,-0.2907,-0.2838,0.3244,0.6884,-0.4469,-0.5293,1.2756,-0.2758,-0.6144,-0.2643,0.8528,2.0231,-0.2968,0.2968,-0.2834,-31.4442248820361,-64.1570348359065,0.2155,-0.1742,247,0.0035
