barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,infraestructura_por_km2,outlier_flag,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
AMPLIACION PRIMERO DE MAYO,1690.0,389.0,40.0,10.28,3,0,3,0,6,3,0,0,1,0.23,7.433,1.0,1.78,0.0,0.0,3.55,5.92,1,0,0,1,0.1893,-31.4437153991218,-64.1123370937661,0.13,13000.0,1.456,1,4,Periferia Vulnerable,Media,<b>AMPLIACION PRIMERO DE MAYO</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1690.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
AMPLIACION PUEYRREDON,1809.0,553.0,14.0,2.53,5,4,1,0,14,5,18,0,1,0.306,7.501,0.2,2.76,0.0,0.0,7.74,5.53,1,0,0,1,0.3349,-31.393666954668,-64.1450821797477,0.23,7865.22,1.456,1,2,Suburbio Popular Consolidado,Alta,<b>AMPLIACION PUEYRREDON</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1809.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
AMPLIACION RESIDENCIAL AMERICA,5488.0,1603.0,53.0,3.31,7,4,3,0,9,1,133,0,2,0.292,8.611,0.429,1.28,0.0,0.0,1.64,3.64,1,0,0,1,0.1192,-31.376008249888,-64.1612331264453,0.59,9301.69,0.202,1,2,Suburbio Popular Consolidado,Baja,<b>AMPLIACION RESIDENCIAL AMERICA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5488.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
AMPLIACION ROSEDAL,3123.0,814.0,40.0,4.91,0,0,0,1,8,3,276,0,1,0.261,8.047,0.0,0.0,3.2,0.0,2.56,3.2,0,1,0,1,0.1542,-31.4399633501796,-64.2242393178094,0.32,9759.38,0.482,1,2,Suburbio Popular Consolidado,Media,<b>AMPLIACION ROSEDAL</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3123.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
AMPLIACION SAN FERNANDO,3375.0,1000.0,48.0,4.8,0,0,0,0,5,1,80,0,0,0.296,8.124,0.0,0.0,0.0,0.0,1.48,0.0,0,0,0,1,0.0274,-31.4534767190212,-64.1916184339401,0.36,9375.0,0.076,1,2,Suburbio Popular Consolidado,Muy Baja,<b>AMPLIACION SAN FERNANDO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3375.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
AMPLIACION SAN PABLO,2247.0,735.0,2.0,0.27,4,4,0,0,5,2,66,0,1,0.327,7.718,0.0,1.78,0.0,0.0,2.23,4.45,1,0,0,1,0.1648,-31.4520403999847,-64.1597214554589,0.18,12483.33,0.916,1,2,Suburbio Popular Consolidado,Media,<b>AMPLIACION SAN PABLO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2247.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
AMPLIACION URCA,2059.0,630.0,3.0,0.48,0,0,0,0,0,0,0,0,0,0.306,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3861014776024,-64.2397057643087,0.5,4118.0,0.0,1,0,Anillo Denso Residencial,Muy Baja,<b>AMPLIACION URCA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 2059.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
AMPLIACION VELEZ SARSFIELD,1625.0,449.0,14.0,3.12,0,0,0,0,10,4,49,0,0,0.276,7.394,0.0,0.0,0.0,0.0,6.15,0.0,0,0,0,1,0.1139,-31.4536351703001,-64.2155839465438,0.19,8552.63,0.599,1,2,Suburbio Popular Consolidado,Baja,<b>AMPLIACION VELEZ SARSFIELD</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1625.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
ANA MARIA ZUMARAN,3542.0,1198.0,36.0,3.01,7,4,3,0,6,4,269,0,1,0.338,8.173,0.429,1.98,0.0,0.0,1.69,2.82,1,0,0,1,0.1687,-31.3788939846699,-64.2012741737084,0.4,8855.0,0.422,1,2,Suburbio Popular Consolidado,Media,<b>ANA MARIA ZUMARAN</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3542.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
ANEXO LOS ALAMOS,757.0,218.0,3.0,1.38,0,0,0,0,7,3,0,0,0,0.288,6.631,0.0,0.0,0.0,0.0,9.25,0.0,0,0,0,1,0.1713,-31.3666642452745,-64.1594514014465,0.04,18925.0,4.282,1,3,Anillo Denso Residencial,Media,<b>ANEXO LOS ALAMOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 757.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
APEADERO LA TABLADA,500.0,200.0,3.0,1.5,0,0,0,0,2,2,33,0,0,0.4,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,-31.3520184390118,-64.2355975006689,0.09,5555.56,0.823,1,0,Anillo Denso Residencial,Muy Baja,<b>APEADERO LA TABLADA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
ARGUELLO,14865.0,4354.0,87.0,2.0,24,5,19,0,15,3,533,0,1,0.293,9.607,0.792,1.61,0.0,0.0,1.01,0.67,1,0,0,1,0.1304,-31.3461722429859,-64.262051826128,4.98,2984.94,0.026,1,2,Suburbio Popular Consolidado,Baja,<b>ARGUELLO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 14865.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
ARGUELLO II,2677.0,623.0,91.0,14.61,2,2,0,0,3,1,0,0,0,0.233,7.893,0.0,0.75,0.0,0.0,1.12,0.0,1,0,0,1,0.0728,-31.3247249919385,-64.2422392486779,0.34,7873.53,0.214,1,4,Periferia Vulnerable,Muy Baja,<b>ARGUELLO II</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2677.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
ARGUELLO NORTE,15574.0,4079.0,539.0,13.21,13,11,2,0,20,3,59,1,1,0.262,9.653,0.154,0.83,0.0,0.64,1.28,0.64,1,0,1,1,0.1269,-31.3308180580161,-64.2488448935656,2.98,5226.17,0.043,1,4,Periferia Vulnerable,Baja,<b>ARGUELLO NORTE</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 15574.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
ARTURO CAPDEVILA,1818.0,484.0,7.0,1.45,4,4,0,0,18,3,24,0,0,0.266,7.506,0.0,2.2,0.0,0.0,9.9,0.0,1,0,0,1,0.336,-31.3761910181056,-64.131224666199,0.15,12120.0,2.24,1,2,Suburbio Popular Consolidado,Alta,<b>ARTURO CAPDEVILA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1818.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
ATE,968.0,324.0,6.0,1.85,0,0,0,0,13,8,189,0,1,0.335,6.876,0.0,0.0,0.0,0.0,13.43,10.33,0,0,0,1,0.2487,-31.4341764450624,-64.2307559136671,0.18,5377.78,1.382,1,0,Anillo Denso Residencial,Alta,<b>ATE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 968.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
AVENIDA,1121.0,352.0,4.0,1.14,3,0,3,0,5,5,72,0,0,0.314,7.023,1.0,2.68,0.0,0.0,4.46,0.0,1,0,0,1,0.2686,-31.4281121539283,-64.2169629957844,0.16,7006.25,1.679,1,0,Anillo Denso Residencial,Alta,<b>AVENIDA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1121.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
AYACUCHO,4356.0,1435.0,15.0,1.05,4,2,2,0,38,8,185,0,2,0.329,8.38,0.5,0.92,0.0,0.0,8.72,4.59,1,0,0,1,0.2253,-31.3790860572758,-64.1710426559524,0.68,6405.88,0.331,1,2,Suburbio Popular Consolidado,Alta,<b>AYACUCHO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 4356.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
BAJADA DE PIEDRA,889.0,225.0,26.0,11.56,0,0,0,0,12,4,19,0,1,0.253,6.791,0.0,0.0,0.0,0.0,13.5,11.25,0,0,0,1,0.25,-31.414768303164,-64.1450691476688,0.25,3556.0,1.0,1,4,Periferia Vulnerable,Alta,<b>BAJADA DE PIEDRA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 889.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
BAJADA SAN ROQUE,500.0,200.0,3.0,1.5,1,1,0,0,4,3,0,0,0,0.4,6.217,0.0,2.0,0.0,0.0,8.0,0.0,1,0,0,1,0.2869,-31.4270086711897,-64.2050175366239,0.05,10000.0,5.738,1,0,Anillo Denso Residencial,Alta,<b>BAJADA SAN ROQUE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
BAJO GALAN,810.0,301.0,6.0,1.99,1,1,0,0,29,17,57,1,1,0.372,6.698,0.0,1.23,0.0,1.5584999999999962,24.0,12.35,1,0,1,1,0.6409,-31.393145323592,-64.2020960413652,0.17,4764.71,3.77,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>BAJO GALAN</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 810.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
BAJO GENERAL PAZ,1223.0,423.0,7.0,1.65,4,3,1,0,33,11,22,0,1,0.346,7.11,0.25,3.27,0.0,0.0,24.0,8.18,1,0,0,1,0.6714,-31.415001699413,-64.1586498297489,0.14,8735.71,4.796,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>BAJO GENERAL PAZ</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1223.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
BARRANCAS DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,3,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,-31.4629669528025,-64.1843646320929,0.12,4166.67,0.926,1,0,Anillo Denso Residencial,Baja,<b>BARRANCAS DEL SUR</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
BELLA VISTA,4607.0,1364.0,118.0,8.65,5,5,0,0,9,5,249,0,0,0.296,8.436,0.0,1.09,0.0,0.0,1.95,0.0,1,0,0,1,0.1118,-31.4310760948932,-64.2017610385703,0.52,8859.62,0.215,1,2,Suburbio Popular Consolidado,Baja,<b>BELLA VISTA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 4607.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
BELLA VISTA OESTE,1828.0,532.0,28.0,5.26,0,0,0,0,4,1,31,0,1,0.291,7.512,0.0,0.0,0.0,0.0,2.19,5.47,0,0,0,1,0.0406,-31.4325822240742,-64.2076232592013,0.17,10752.94,0.239,1,2,Suburbio Popular Consolidado,Muy Baja,<b>BELLA VISTA OESTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1828.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
BETANIA,1992.0,480.0,65.0,13.54,0,0,0,0,10,2,15,0,4,0.241,7.597,0.0,0.0,0.0,0.0,5.02,20.08,0,0,0,1,0.093,-31.4568137138722,-64.0910018817445,0.92,2165.22,0.101,1,4,Periferia Vulnerable,Baja,<b>BETANIA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1992.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
BIALET MASSE,2091.0,591.0,20.0,3.38,0,0,0,1,9,2,138,0,1,0.283,7.646,0.0,0.0,4.78,0.0,4.3,4.78,0,1,0,1,0.2392,-31.4525117900242,-64.1651467142123,0.21,9957.14,1.139,1,2,Suburbio Popular Consolidado,Alta,<b>BIALET MASSE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2091.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
BOEDO,2664.0,567.0,154.0,27.16,0,0,0,0,6,1,38,0,1,0.213,7.888,0.0,0.0,0.0,0.0,2.25,3.75,0,0,0,1,0.0417,-31.4319549557882,-64.1081671999376,0.22,12109.09,0.19,-1,4,Periferia Vulnerable,Muy Baja,<b>BOEDO</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2664.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
BRIGADIER SAN MARTIN,500.0,200.0,0.0,0.0,5,5,0,0,32,4,43,0,3,0.4,6.217,0.0,4.8035,0.0,0.0,24.0,60.0,1,0,0,1,0.7778,-31.3411226022524,-64.2394604532514,0.06,8333.33,12.963,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>BRIGADIER SAN MARTIN</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CABANA DEL PILAR,500.0,200.0,0.0,0.0,0,0,0,0,12,8,122,0,0,0.4,6.217,0.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444,-31.4422675134741,-64.167683330608,0.0,0.0,0.0,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CABANA DEL PILAR</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CABO FARINA,4574.0,1294.0,158.0,12.21,0,0,0,1,8,4,146,0,0,0.283,8.428,0.0,0.0,2.19,0.0,1.75,0.0,0,1,0,1,0.1055,-31.46548795914475,-64.20747572478724,0.74,6181.08,0.143,1,4,Periferia Vulnerable,Baja,<b>CABO FARINA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 4574.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
CACERES,875.0,248.0,21.0,8.47,2,2,0,0,10,3,63,1,0,0.283,6.775,0.0,2.29,0.0,1.5584999999999962,11.43,0.0,1,0,1,1,0.4817,-31.4334534441777,-64.1995556046831,0.12,7291.67,4.014,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CACERES</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 875.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CALIFORNIA,600.0,200.0,12.0,6.0,1,1,0,0,8,8,70,0,0,0.333,6.399,0.0,1.67,0.0,0.0,13.33,0.0,1,0,0,1,0.3627,-31.4512195238216,-64.2049114948959,0.06,10000.0,6.045,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CALIFORNIA</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 600.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CAMINO A SAN CARLOS,1123.0,316.0,58.0,18.35,0,0,0,0,0,0,0,0,0,0.281,7.025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.498433296585,-64.1602009421762,14.86,75.57,0.0,1,4,Periferia Vulnerable,Muy Baja,<b>CAMINO A SAN CARLOS</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1123.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
CAMINO A VILLA POSSE,500.0,200.0,5.0,2.5,2,2,0,0,4,1,0,0,1,0.4,6.217,0.0,4.0,0.0,0.0,8.0,20.0,1,0,0,1,0.4257,-31.4454314028892,-64.1016340990286,1.22,409.84,0.349,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CAMINO A VILLA POSSE</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CAMPING GRL SAN MARTIN,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0.0,-31.3643753189019,-64.2618877279315,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Muy Baja,<b>CAMPING GRL SAN MARTIN</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
CARBO,1444.0,395.0,29.0,7.34,0,0,0,1,32,3,15,0,2,0.274,7.276,0.0,0.0,6.656999999999986,0.0,22.16,13.85,0,1,0,1,0.6326,-31.481475590577,-64.2062215826798,0.15,9626.67,4.217,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CARBO</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1444.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CAROLA LORENZINI,500.0,200.0,3.0,1.5,0,0,0,0,7,6,10,0,1,0.4,6.217,0.0,0.0,0.0,0.0,14.0,20.0,0,0,0,1,0.2593,-31.4287913300171,-64.2143267353581,0.07,7142.86,3.704,1,0,Anillo Denso Residencial,Alta,<b>CAROLA LORENZINI</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CARRARA,500.0,200.0,11.0,5.5,0,0,0,1,10,2,9,0,0,0.4,6.217,0.0,0.0,6.656999999999986,0.0,20.0,0.0,0,1,0,1,0.5926,-31.4539727871905,-64.2571015075561,0.13,3846.15,4.558,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CARRARA</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CASEROS,1497.0,619.0,6.0,0.97,1,1,0,0,10,4,2,0,0,0.413,7.312,0.0,0.67,0.0,0.0,6.68,0.0,1,0,0,1,0.1702,-31.4142417872261,-64.2082520348117,0.14,10692.86,1.216,1,2,Suburbio Popular Consolidado,Media,<b>CASEROS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1497.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
CENTRO,28200.0,14423.0,568.0,3.94,40,19,21,0,120,64,1419,1,2,0.511,10.247,0.525,1.42,0.0,0.35,4.26,0.71,1,0,1,1,0.2024,-31.4178042932322,-64.1834500355127,3.12,9038.46,0.065,1,2,Suburbio Popular Consolidado,Media,<b>CENTRO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 28200.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
CENTRO AMERICA,5529.0,1658.0,36.0,2.17,5,5,0,0,16,2,330,0,1,0.3,8.618,0.0,0.9,0.0,0.0,2.89,1.81,1,0,0,1,0.116,-31.3711168685116,-64.169598089564,0.67,8252.24,0.173,1,2,Suburbio Popular Consolidado,Baja,<b>CENTRO AMERICA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5529.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
CERRO CHICO,2719.0,1019.0,6.0,0.59,0,0,0,0,25,6,99,0,0,0.375,7.908,0.0,0.0,0.0,0.0,9.19,0.0,0,0,0,1,0.1702,-31.3661094460602,-64.2218998049562,0.66,4119.7,0.258,1,2,Suburbio Popular Consolidado,Media,<b>CERRO CHICO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2719.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
CERRO DE LAS ROSAS,5947.0,1944.0,3.0,0.15,19,5,14,0,11,10,308,1,1,0.327,8.691,0.737,3.19,0.0,1.5584999999999962,1.85,1.68,1,0,1,1,0.3667,-31.3721205657055,-64.2338114049795,2.28,2608.33,0.161,1,2,Suburbio Popular Consolidado,Muy Alta,<b>CERRO DE LAS ROSAS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5947.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CERRO NORTE,5374.0,1449.0,111.0,7.66,2,2,0,0,17,2,108,0,0,0.27,8.59,0.0,0.37,0.0,0.0,3.16,0.0,1,0,0,1,0.0842,-31.3209690442071,-64.2768733858269,0.93,5778.49,0.091,1,2,Suburbio Popular Consolidado,Baja,<b>CERRO NORTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5374.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
CERVECEROS,3893.0,1094.0,17.0,1.55,5,5,0,1,11,2,68,0,1,0.281,8.267,0.0,1.28,2.57,0.0,2.83,2.57,1,1,0,1,0.227,-31.4645962351559,-64.1590022913468,0.39,9982.05,0.582,1,2,Suburbio Popular Consolidado,Alta,<b>CERVECEROS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3893.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CHATEAU CARRERAS,1624.0,514.0,3.0,0.58,11,4,7,0,15,4,113,1,0,0.317,7.393,0.636,4.8035,0.0,1.5584999999999962,9.24,0.0,1,0,1,1,0.6156,-31.3816923685587,-64.2552177396363,0.99,1640.4,0.622,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CHATEAU CARRERAS</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1624.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CIRCUNVALACION,500.0,200.0,0.0,0.0,0,0,0,0,15,18,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,24.0,20.0,0,0,0,1,0.4444,-31.41451436457093,-64.20343550824263,0.0,0.0,0.0,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>CIRCUNVALACION</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CIUDAD AMPLIACION CABILDO,2593.0,577.0,93.0,16.12,2,2,0,0,5,2,0,1,3,0.223,7.861,0.0,0.77,0.0,1.5584999999999962,1.93,11.57,1,0,1,1,0.2003,-31.4849199270226,-64.2274587118079,0.31,8364.52,0.646,1,4,Periferia Vulnerable,Media,<b>CIUDAD AMPLIACION CABILDO</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2593.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
CIUDAD AMPLIACION FERREYRA,500.0,200.0,0.0,0.0,4,4,0,0,0,0,0,0,1,0.4,6.217,0.0,4.8035,0.0,0.0,0.0,20.0,1,0,0,0,0.3333,-31.4735017733638,-64.1192198232826,0.18,2777.78,1.852,1,0,Anillo Denso Residencial,Alta,<b>CIUDAD AMPLIACION FERREYRA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CIUDAD DE JUAN PABLO II,2125.0,552.0,45.0,8.15,4,4,0,0,2,1,3,0,1,0.26,7.662,0.0,1.88,0.0,0.0,0.94,4.71,1,0,0,1,0.1479,-31.3635208249505,-64.1578281757511,0.27,7870.37,0.548,1,2,Suburbio Popular Consolidado,Baja,<b>CIUDAD DE JUAN PABLO II</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2125.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
CIUDAD DE LAS ARTES,500.0,200.0,0.0,0.0,0,0,0,0,9,5,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,-31.4372589847956,-64.1749362785875,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Alta,<b>CIUDAD DE LAS ARTES</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CIUDAD DE LOS CUARTETOS,2204.0,489.0,68.0,13.91,2,2,0,0,6,1,0,1,2,0.222,7.698,0.0,0.91,0.0,1.5584999999999962,2.72,9.07,1,0,1,1,0.2246,-31.3566522536983,-64.1303859488957,0.3,7346.67,0.749,1,4,Periferia Vulnerable,Alta,<b>CIUDAD DE LOS CUARTETOS</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2204.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CIUDAD DE MIS SUENOS,2147.0,511.0,85.0,16.63,6,6,0,0,8,1,0,1,0,0.238,7.672,0.0,2.79,0.0,1.5584999999999962,3.73,0.0,1,0,1,1,0.3738,-31.4778174582913,-64.086363859368,0.3,7156.67,1.246,1,4,Periferia Vulnerable,Muy Alta,<b>CIUDAD DE MIS SUENOS</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2147.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
CIUDAD EVITA,2662.0,638.0,95.0,14.89,3,3,0,0,7,2,0,1,1,0.24,7.887,0.0,1.13,0.0,1.5584999999999962,2.63,3.76,1,0,1,1,0.2382,-31.4484079521651,-64.1087832676033,0.4,6655.0,0.595,1,4,Periferia Vulnerable,Alta,<b>CIUDAD EVITA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 2662.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
CIUDAD MI ESPERANZA,1492.0,349.0,50.0,14.33,1,1,0,0,4,1,0,0,1,0.234,7.309,0.0,0.67,0.0,0.0,2.68,6.7,1,0,0,1,0.0961,-31.4039224720164,-64.0647579740385,0.19,7852.63,0.506,1,4,Periferia Vulnerable,Baja,<b>CIUDAD MI ESPERANZA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1492.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
