barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,centroide_lat,centroide_lon,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_barrio,servicios_basicos_score,infraestructura_por_habitante,ranking_infraestructura,percentil_infraestructura
GENERAL ARTIGAS,1552.0,471.0,8.0,1.7,2,2,0,0,10,3,68,0,0,0.303,7.348,0.0,1.29,0.0,0.0,6.44,0.0,1,0,0,1,0.2088,0.34,4564.71,1385.29,0.614,3.0,-31.4615195852108,-64.1996215023561,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>GENERAL ARTIGAS</b><br>Pob: 1552.0<br>Score: 0.21 (Media),0.67,1.3454,214,56.9
GENERAL BELGRANO,3154.0,890.0,30.0,3.37,2,2,0,0,8,3,217,0,1,0.282,8.057,0.0,0.63,0.0,0.0,2.54,3.17,1,0,0,1,0.0908,0.29,10875.86,3068.97,0.313,3.0,-31.3704293934515,-64.1372878299525,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>GENERAL BELGRANO</b><br>Pob: 3154.0<br>Score: 0.09 (Baja),0.67,0.2879,384,22.5
GENERAL BUSTOS,15659.0,4933.0,243.0,4.93,16,9,7,0,30,8,447,0,2,0.315,9.659,0.438,1.02,0.0,0.0,1.92,1.28,1,0,0,1,0.1063,1.74,8999.43,2835.06,0.061,1.25,-31.3903336123251,-64.1696498558799,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>GENERAL BUSTOS</b><br>Pob: 15659.0<br>Score: 0.11 (Baja),0.67,0.0679,362,26.9
GENERAL MOSCONI,3324.0,851.0,110.0,12.93,1,1,0,1,16,6,145,0,1,0.256,8.109,0.0,0.3,3.01,0.0,4.81,3.01,1,1,0,1,0.2104,0.3,11080.0,2836.67,0.701,2.0,-31.3651885926033,-64.1504410565656,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>GENERAL MOSCONI</b><br>Pob: 3324.0<br>Score: 0.21 (Media),1.0,0.633,213,57.1
GENERAL PAZ,9524.0,4209.0,107.0,2.54,23,13,10,0,32,13,230,1,1,0.442,9.162,0.435,2.41,0.0,1.05,3.36,1.05,1,0,1,1,0.3043,1.13,8428.32,3724.78,0.269,1.27,-31.4125574874454,-64.1656906995031,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>GENERAL PAZ</b><br>Pob: 9524.0<br>Score: 0.30 (Alta),0.67,0.3195,126,74.7
GENERAL PUEYRREDON,24021.0,7938.0,561.0,7.07,17,4,13,0,48,12,202,0,1,0.33,10.087,0.765,0.71,0.0,0.0,2.0,0.42,1,0,0,1,0.0863,3.16,7601.58,2512.03,0.027,0.36,-31.4020774327923,-64.1624596839047,4,Tipo E (Infr 0.11 - NBI 5.5%),Baja,<b>GENERAL PUEYRREDON</b><br>Pob: 24021.0<br>Score: 0.09 (Baja),0.67,0.0359,388,21.7
GENERAL SAVIO,4889.0,1309.0,313.0,23.91,0,0,0,0,9,1,70,0,1,0.268,8.495,0.0,0.0,0.0,0.0,1.84,2.05,0,0,0,1,0.0341,0.31,15770.97,4222.58,0.11,1.0,-31.371992117919,-64.1580891610321,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>GENERAL SAVIO</b><br>Pob: 4889.0<br>Score: 0.03 (Muy Baja),0.33,0.0697,453,8.5
GRANADERO PRINGLES,2209.0,628.0,16.0,2.55,0,0,0,0,19,4,25,0,1,0.284,7.701,0.0,0.0,0.0,0.0,8.6,4.53,0,0,0,1,0.1593,0.19,11626.32,3305.26,0.838,1.0,-31.3755515882091,-64.1976083748721,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>GRANADERO PRINGLES</b><br>Pob: 2209.0<br>Score: 0.16 (Media),0.33,0.7211,273,44.9
GRANJA DE FUNES,3866.0,1228.0,27.0,2.2,5,5,0,0,30,11,50,0,1,0.318,8.26,0.0,1.29,0.0,0.0,7.76,2.59,1,0,0,1,0.2332,1.1,3514.55,1116.36,0.212,6.0,-31.349164455122,-64.2445719762199,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>GRANJA DE FUNES</b><br>Pob: 3866.0<br>Score: 0.23 (Alta),0.67,0.6032,186,62.6
GUARNICION AEREA CORDOBA,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.97,45.58,18.23,0.0,1.0,-31.4437692781579,-64.2815434253756,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>GUARNICION AEREA CORDOBA</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
GUARNICION MILITAR CORDOBA,500.0,200.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,24.79,20.17,8.07,0.0,1.0,-31.3932530580866,-64.2925498765201,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>GUARNICION MILITAR CORDOBA</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
GUAYAQUIL,587.0,200.0,0.0,0.0,2,2,0,0,14,4,86,0,1,0.341,6.377,0.0,3.41,0.0,0.0,23.85,17.04,1,0,0,1,0.6783,0.08,7337.5,2500.0,8.479,3.0,-31.382844844148,-64.1550652774413,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>GUAYAQUIL</b><br>Pob: 587.0<br>Score: 0.68 (Muy Alta),0.67,11.5554,18,96.6
GUEMES,11588.0,5333.0,428.0,8.03,17,14,3,1,41,21,132,0,0,0.46,9.358,0.176,1.47,0.86,0.0,3.54,0.0,1,1,0,1,0.1963,1.18,9820.34,4519.49,0.166,3.75,-31.4281317736306,-64.1936790393253,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>GUEMES</b><br>Pob: 11588.0<br>Score: 0.20 (Media),1.0,0.1694,226,54.5
GUINAZU,1361.0,373.0,41.0,10.99,5,5,0,1,20,2,10,1,1,0.274,7.217,0.0,3.67,6.656999999999986,1.5584999999999962,14.7,7.35,1,1,1,1,0.8602,0.34,4002.94,1097.06,2.53,6.0,-31.3122463444352,-64.1732935256594,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>GUINAZU</b><br>Pob: 1361.0<br>Score: 0.86 (Muy Alta),1.0,6.3204,4,99.4
GUINAZU SUD,500.0,200.0,3.0,1.5,0,0,0,1,12,2,4,0,1,0.4,6.217,0.0,0.0,6.656999999999986,0.0,24.0,20.0,0,1,0,1,0.6667,0.04,12500.0,5000.0,16.667,1.0,-31.335667108704,-64.1831340646197,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>GUINAZU SUD</b><br>Pob: 500.0<br>Score: 0.67 (Muy Alta),0.67,13.334,20,95.9
HIPOLITO IRIGOYEN,3313.0,893.0,83.0,9.29,0,0,0,1,6,4,23,0,1,0.27,8.106,0.0,0.0,3.02,0.0,1.81,3.02,0,1,0,1,0.1343,0.29,11424.14,3079.31,0.463,1.0,-31.3728101396738,-64.1862965749199,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>HIPOLITO IRIGOYEN</b><br>Pob: 3313.0<br>Score: 0.13 (Baja),0.67,0.4054,313,36.7
HOGAR PROPIO,4716.0,1581.0,56.0,3.54,2,2,0,1,19,5,18,0,3,0.335,8.459,0.0,0.42,2.12,0.0,4.03,6.36,1,1,0,1,0.1745,0.48,9825.0,3293.75,0.364,3.0,-31.4073366174112,-64.1541697551546,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>HOGAR PROPIO</b><br>Pob: 4716.0<br>Score: 0.17 (Media),1.0,0.37,248,50.0
HORIZONTE,2016.0,641.0,11.0,1.72,0,0,0,0,10,6,188,0,0,0.318,7.609,0.0,0.0,0.0,0.0,4.96,0.0,0,0,0,1,0.0919,0.29,6951.72,2210.34,0.317,1.0,-31.458659818397,-64.2065221911296,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>HORIZONTE</b><br>Pob: 2016.0<br>Score: 0.09 (Baja),0.33,0.4559,383,22.7
INAUDI,1662.0,459.0,4.0,0.87,4,4,0,1,7,1,52,1,1,0.276,7.416,0.0,2.41,6.02,1.5584999999999962,4.21,6.02,1,1,1,1,0.5573,0.3,5540.0,1530.0,1.858,5.0,-31.4764448201221,-64.1942870194643,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>INAUDI</b><br>Pob: 1662.0<br>Score: 0.56 (Muy Alta),1.0,3.3532,36,92.9
INDEPENDENCIA,813.0,294.0,7.0,2.38,1,0,1,0,16,9,38,0,0,0.362,6.702,1.0,1.23,0.0,0.0,19.68,0.0,1,0,0,1,0.4498,0.12,6775.0,2450.0,3.748,0.5,-31.4011747261759,-64.1901515777845,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>INDEPENDENCIA</b><br>Pob: 813.0<br>Score: 0.45 (Muy Alta),0.67,5.5326,58,88.5
INDUSTRIAL ESTE,1153.0,386.0,1.0,0.26,0,0,0,0,14,10,167,0,0,0.335,7.051,0.0,0.0,0.0,0.0,12.14,0.0,0,0,0,1,0.2248,0.17,6782.35,2270.59,1.322,1.0,-31.4295150677245,-64.1642099648801,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>INDUSTRIAL ESTE</b><br>Pob: 1153.0<br>Score: 0.22 (Alta),0.33,1.9497,195,60.7
INDUSTRIAL OESTE,1621.0,473.0,14.0,2.96,0,0,0,0,19,3,147,0,0,0.292,7.391,0.0,0.0,0.0,0.0,11.72,0.0,0,0,0,1,0.217,0.27,6003.7,1751.85,0.804,1.0,-31.4093022069007,-64.2665553929106,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>INDUSTRIAL OESTE</b><br>Pob: 1621.0<br>Score: 0.22 (Media),0.33,1.3387,204,58.9
IPONA,982.0,402.0,8.0,1.99,3,0,3,0,26,17,14,0,1,0.409,6.891,1.0,3.05,0.0,0.0,24.0,10.18,1,0,0,1,0.6561,0.13,7553.85,3092.31,5.047,0.25,-31.4447612065343,-64.1883722304098,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>IPONA</b><br>Pob: 982.0<br>Score: 0.66 (Muy Alta),0.67,6.6813,24,95.3
IPV ANEXO LOS GIGANTES,5240.0,1414.0,36.0,2.55,3,3,0,0,11,2,0,0,1,0.27,8.564,0.0,0.57,0.0,0.0,2.1,1.91,1,0,0,1,0.0784,0.27,19407.41,5237.04,0.29,4.0,-31.3648676647868,-64.16327334385565,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>IPV ANEXO LOS GIGANTES</b><br>Pob: 5240.0<br>Score: 0.08 (Muy Baja),0.67,0.1496,400,19.2
IRUPE,523.0,200.0,10.0,5.0,3,3,0,0,6,6,45,0,1,0.382,6.261,0.0,4.8035,0.0,0.0,11.47,19.12,1,0,0,1,0.5457,0.14,3735.71,1428.57,3.898,4.0,-31.4591661313717,-64.2025406690525,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>IRUPE</b><br>Pob: 523.0<br>Score: 0.55 (Muy Alta),0.67,10.434,39,92.3
ITUZAINGO,3192.0,933.0,18.0,1.93,9,6,3,0,16,4,19,1,0,0.292,8.069,0.333,2.82,0.0,1.5584999999999962,5.01,0.0,1,0,1,1,0.3996,0.47,6791.49,1985.11,0.85,1.75,-31.4647362980865,-64.0971483618541,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>ITUZAINGO</b><br>Pob: 3192.0<br>Score: 0.40 (Muy Alta),0.67,1.2519,78,84.4
ITUZAINGO ANEXO,6081.0,1583.0,138.0,8.72,1,1,0,1,35,5,23,0,5,0.26,8.713,0.0,0.16,1.64,0.0,5.76,8.22,1,1,0,1,0.1725,0.93,6538.71,1702.15,0.185,2.0,-31.4636925992066,-64.0829019327012,2,Tipo C (Infr 0.16 - NBI 14.4%),Media,<b>ITUZAINGO ANEXO</b><br>Pob: 6081.0<br>Score: 0.17 (Media),1.0,0.2837,251,49.4
ITUZAINGO II,1553.0,394.0,42.0,10.66,0,0,0,0,2,1,0,0,1,0.254,7.349,0.0,0.0,0.0,0.0,1.29,6.44,0,0,0,1,0.0239,1.22,1272.95,322.95,0.02,1.0,-31.4748343925178,-64.087896921299,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Baja,<b>ITUZAINGO II</b><br>Pob: 1553.0<br>Score: 0.02 (Muy Baja),0.33,0.1539,460,7.1
JARDIN,6841.0,2621.0,45.0,1.72,12,8,4,0,13,13,52,0,1,0.383,8.831,0.333,1.75,0.0,0.0,1.9,1.46,1,0,0,1,0.1566,0.94,7277.66,2788.3,0.167,1.8,-31.4463256163336,-64.1817052357987,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>JARDIN</b><br>Pob: 6841.0<br>Score: 0.16 (Media),0.67,0.2289,277,44.1
JARDIN DEL CLARET,500.0,200.0,1.0,0.5,0,0,0,0,11,4,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,22.0,0.0,0,0,0,1,0.4074,0.18,2777.78,1111.11,2.263,1.0,-31.3481294929873,-64.2295895723668,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>JARDIN DEL CLARET</b><br>Pob: 500.0<br>Score: 0.41 (Muy Alta),0.33,8.148,75,84.9
JARDIN DEL PILAR,2131.0,633.0,37.0,5.85,2,2,0,0,12,3,116,0,1,0.297,7.665,0.0,0.94,0.0,0.0,5.63,4.69,1,0,0,1,0.1695,0.33,6457.58,1918.18,0.514,3.0,-31.4441158992776,-64.1528930609459,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>JARDIN DEL PILAR</b><br>Pob: 2131.0<br>Score: 0.17 (Media),0.67,0.7954,256,48.4
JARDIN DEL SUD,1482.0,451.0,3.0,0.67,0,0,0,0,7,2,38,0,1,0.304,7.302,0.0,0.0,0.0,0.0,4.72,6.75,0,0,0,1,0.0874,0.4,3705.0,1127.5,0.218,1.0,-31.4560504721943,-64.1645849897324,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JARDIN DEL SUD</b><br>Pob: 1482.0<br>Score: 0.09 (Baja),0.33,0.5897,386,22.0
JARDIN ESPINOSA,1515.0,485.0,3.0,0.62,6,0,6,0,6,3,345,0,1,0.32,7.324,1.0,3.96,0.0,0.0,3.96,6.6,1,0,0,1,0.3481,0.48,3156.25,1010.42,0.725,0.14,-31.4534509945975,-64.1712567263831,0,Tipo A (Infr 0.57 - NBI 4.5%),Alta,<b>JARDIN ESPINOSA</b><br>Pob: 1515.0<br>Score: 0.35 (Alta),0.67,2.2977,103,79.4
JARDIN HIPODROMO,2188.0,644.0,28.0,4.35,3,0,3,0,2,1,28,0,2,0.294,7.691,1.0,1.37,0.0,0.0,0.91,9.14,1,0,0,1,0.1119,0.21,10419.05,3066.67,0.533,0.25,-31.4589242324741,-64.19080381357651,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JARDIN HIPODROMO</b><br>Pob: 2188.0<br>Score: 0.11 (Baja),0.67,0.5114,344,30.6
JARDINES DEL JOCKEY,516.0,200.0,1.0,0.5,0,0,0,0,7,4,0,0,0,0.388,6.248,0.0,0.0,0.0,0.0,13.57,0.0,0,0,0,1,0.2513,0.19,2715.79,1052.63,1.323,1.0,-31.4545213844294,-64.1762033277934,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>JARDINES DEL JOCKEY</b><br>Pob: 516.0<br>Score: 0.25 (Alta),0.33,4.8702,164,67.0
JERONIMO LUIS DE CABRERA,3272.0,928.0,48.0,5.17,1,1,0,0,16,5,10,0,2,0.284,8.093,0.0,0.31,0.0,0.0,4.89,6.11,1,0,0,1,0.1121,0.24,13633.33,3866.67,0.467,2.0,-31.355929776680497,-64.182586923343,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JERONIMO LUIS DE CABRERA</b><br>Pob: 3272.0<br>Score: 0.11 (Baja),0.67,0.3426,343,30.8
JOCKEY CLUB,516.0,200.0,0.0,0.0,0,0,0,0,2,3,96,0,1,0.388,6.248,0.0,0.0,0.0,0.0,3.88,19.38,0,0,0,1,0.0719,0.72,716.67,277.78,0.1,1.0,-31.45350962939535,-64.17915620724006,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>JOCKEY CLUB</b><br>Pob: 516.0<br>Score: 0.07 (Muy Baja),0.33,1.3934,416,16.0
JOSE HERNANDEZ,3233.0,951.0,44.0,4.63,1,1,0,1,9,3,42,0,1,0.294,8.081,0.0,0.31,3.09,0.0,2.78,3.09,1,1,0,1,0.1761,0.34,9508.82,2797.06,0.518,2.0,-31.4442248820361,-64.1570348359065,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>JOSE HERNANDEZ</b><br>Pob: 3233.0<br>Score: 0.18 (Media),1.0,0.5447,247,50.2
JOSE I RUCCI,500.0,200.0,0.0,0.0,0,0,0,0,8,3,0,0,1,0.4,6.217,0.0,0.0,0.0,0.0,16.0,20.0,0,0,0,1,0.2963,0.01,50000.0,20000.0,29.63,1.0,-31.4609802081608,-64.1294432268321,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>JOSE I RUCCI</b><br>Pob: 500.0<br>Score: 0.30 (Alta),0.33,5.926,132,73.1
JOSE IGNACIO DIAZ SECCION 1,4483.0,1196.0,86.0,7.19,0,0,0,1,7,2,0,0,1,0.267,8.408,0.0,0.0,2.23,0.0,1.56,2.23,0,1,0,1,0.1033,0.55,8150.91,2174.55,0.188,1.0,-31.4434066051212,-64.1379279859404,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JOSE IGNACIO DIAZ SECCION 1</b><br>Pob: 4483.0<br>Score: 0.10 (Baja),0.67,0.2304,369,25.4
JOSE IGNACIO DIAZ SECCION 2,2204.0,598.0,52.0,8.7,0,0,0,0,10,2,0,0,0,0.271,7.698,0.0,0.0,0.0,0.0,4.54,0.0,0,0,0,1,0.0841,0.37,5956.76,1616.22,0.227,1.0,-31.445119854089,-64.1454220109331,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JOSE IGNACIO DIAZ SECCION 2</b><br>Pob: 2204.0<br>Score: 0.08 (Baja),0.33,0.3816,392,20.9
JOSE IGNACIO DIAZ SECCION 3,11876.0,3006.0,474.0,15.77,6,6,0,1,8,3,118,1,0,0.253,9.382,0.0,0.51,0.84,0.84,0.67,0.0,1,1,1,1,0.1357,2.75,4318.55,1093.09,0.049,7.0,-31.4513797512027,-64.13227473173771,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>JOSE IGNACIO DIAZ SECCION 3</b><br>Pob: 11876.0<br>Score: 0.14 (Baja),1.0,0.1143,309,37.7
JUAN B JUSTO,3088.0,813.0,24.0,2.95,1,1,0,0,8,3,22,0,1,0.263,8.036,0.0,0.32,0.0,0.0,2.59,3.24,1,0,0,1,0.0702,0.44,7018.18,1847.73,0.16,2.0,-31.3596644034487,-64.1815511893765,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>JUAN B JUSTO</b><br>Pob: 3088.0<br>Score: 0.07 (Muy Baja),0.67,0.2273,418,15.6
JUAN XXIII,977.0,308.0,2.0,0.65,0,0,0,0,15,5,70,0,1,0.315,6.886,0.0,0.0,0.0,0.0,15.35,10.24,0,0,0,1,0.2843,0.13,7515.38,2369.23,2.187,1.0,-31.4205156024717,-64.224871196559,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>JUAN XXIII</b><br>Pob: 977.0<br>Score: 0.28 (Alta),0.33,2.9099,146,70.6
JUNIORS,6521.0,2409.0,19.0,0.79,7,6,1,0,18,5,88,0,1,0.369,8.783,0.143,1.07,0.0,0.0,2.76,1.53,1,0,0,1,0.1254,0.93,7011.83,2590.32,0.135,3.5,-31.4192717920482,-64.1653082078352,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>JUNIORS</b><br>Pob: 6521.0<br>Score: 0.13 (Baja),0.67,0.1923,323,34.8
KAIROS,826.0,200.0,23.0,11.5,0,0,0,1,7,1,18,0,2,0.242,6.718,0.0,0.0,6.656999999999986,0.0,8.47,24.21,0,1,0,1,0.3791,0.06,13766.67,3333.33,6.318,1.0,-31.4826802195118,-64.2497173104398,2,Tipo C (Infr 0.16 - NBI 14.4%),Muy Alta,<b>KAIROS</b><br>Pob: 826.0<br>Score: 0.38 (Muy Alta),0.67,4.5896,87,82.6
KENNEDY,1074.0,326.0,8.0,2.45,3,3,0,0,2,1,119,0,0,0.304,6.98,0.0,2.79,0.0,0.0,1.86,0.0,1,0,0,1,0.2281,0.11,9763.64,2963.64,2.074,4.0,-31.4580417689364,-64.1911071520722,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>KENNEDY</b><br>Pob: 1074.0<br>Score: 0.23 (Alta),0.67,2.1238,191,61.5
LA CAROLINA,700.0,200.0,0.0,0.0,2,2,0,0,0,0,5,0,1,0.286,6.553,0.0,2.86,0.0,0.0,0.0,14.29,1,0,0,0,0.1985,0.81,864.2,246.91,0.245,3.0,-31.352759985372,-64.2862020234934,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>LA CAROLINA</b><br>Pob: 700.0<br>Score: 0.20 (Media),0.33,2.8357,223,55.1
LA DOROTEA,526.0,200.0,16.0,8.0,1,1,0,0,3,1,0,0,0,0.38,6.267,0.0,1.9,0.0,0.0,5.7,0.0,1,0,0,1,0.2374,0.06,8766.67,3333.33,3.957,2.0,-31.3788286307828,-64.1116311003492,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>LA DOROTEA</b><br>Pob: 526.0<br>Score: 0.24 (Alta),0.67,4.5133,182,63.4
LA ESPERANZA,500.0,200.0,1.0,0.5,0,0,0,0,8,3,6,0,0,0.4,6.217,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,1,0.2963,0.03,16666.67,6666.67,9.877,1.0,-31.4838140058101,-64.2421336446981,3,Tipo D (Infr 0.40 - NBI 2.8%),Alta,<b>LA ESPERANZA</b><br>Pob: 500.0<br>Score: 0.30 (Alta),0.33,5.926,132,73.1
LA FLORESTA,1590.0,366.0,72.0,19.67,2,2,0,0,3,1,193,0,2,0.23,7.372,0.0,1.26,0.0,0.0,1.89,12.58,1,0,0,1,0.1224,1.26,1261.9,290.48,0.097,3.0,-31.3892085271405,-64.0584290695021,2,Tipo C (Infr 0.16 - NBI 14.4%),Baja,<b>LA FLORESTA</b><br>Pob: 1590.0<br>Score: 0.12 (Baja),0.67,0.7698,325,34.1
LA FRANCE,3218.0,1016.0,30.0,2.95,8,5,3,0,17,8,213,1,1,0.316,8.077,0.375,2.49,0.0,1.5584999999999962,5.28,3.11,1,0,1,1,0.3817,0.3,10726.67,3386.67,1.272,1.5,-31.373065947038,-64.2085938676132,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Alta,<b>LA FRANCE</b><br>Pob: 3218.0<br>Score: 0.38 (Muy Alta),0.67,1.1861,86,82.8
LA FRATERNIDAD,500.0,200.0,5.0,2.5,1,1,0,0,25,8,51,0,2,0.4,6.217,0.0,2.0,0.0,0.0,24.0,40.0,1,0,0,1,0.5832,0.06,8333.33,3333.33,9.72,2.0,-31.3768577788271,-64.1839607417547,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>LA FRATERNIDAD</b><br>Pob: 500.0<br>Score: 0.58 (Muy Alta),0.67,11.664,32,93.6
LA HORTENSIA,1423.0,371.0,29.0,7.82,0,0,0,0,1,1,240,0,0,0.261,7.261,0.0,0.0,0.0,0.0,0.7,0.0,0,0,0,1,0.013,0.3,4743.33,1236.67,0.043,1.0,-31.3843979505714,-64.1399484740113,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>LA HORTENSIA</b><br>Pob: 1423.0<br>Score: 0.01 (Muy Baja),0.33,0.0914,465,6.1
LA SALLE,707.0,210.0,3.0,1.43,2,2,0,1,11,4,4,0,0,0.297,6.562,0.0,2.83,6.656999999999986,0.0,15.56,0.0,1,1,0,1,0.7068,0.15,4713.33,1400.0,4.712,3.0,-31.3454778183915,-64.275515246264,0,Tipo A (Infr 0.57 - NBI 4.5%),Muy Alta,<b>LA SALLE</b><br>Pob: 707.0<br>Score: 0.71 (Muy Alta),1.0,9.9972,15,97.2
LA TOMA,500.0,200.0,18.0,9.0,0,0,0,1,0,0,5,0,2,0.4,6.217,0.0,0.0,6.656999999999986,0.0,0.0,40.0,0,1,0,0,0.2222,0.14,3571.43,1428.57,1.587,1.0,-31.4051127349579,-64.2618449754138,1,Tipo B (Infr 0.14 - NBI 3.0%),Alta,<b>LA TOMA</b><br>Pob: 500.0<br>Score: 0.22 (Alta),0.33,4.444,197,59.9
LAMADRID,2346.0,666.0,32.0,4.8,0,0,0,1,7,1,12,0,1,0.284,7.761,0.0,0.0,4.26,0.0,2.98,4.26,0,1,0,1,0.1974,0.28,8378.57,2378.57,0.705,1.0,-31.4142542254104,-64.2345600721848,1,Tipo B (Infr 0.14 - NBI 3.0%),Media,<b>LAMADRID</b><br>Pob: 2346.0<br>Score: 0.20 (Media),0.67,0.8414,224,54.8
LAS CANITAS,500.0,200.0,0.0,0.0,0,0,0,0,1,2,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,0.1,5000.0,2000.0,0.37,1.0,-31.4650784096084,-64.1891322142882,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>LAS CANITAS</b><br>Pob: 500.0<br>Score: 0.04 (Muy Baja),0.33,0.74,447,9.2
LAS CANUELAS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.64,781.25,312.5,0.0,1.0,-31.475993631789,-64.1545963596112,1,Tipo B (Infr 0.14 - NBI 3.0%),Muy Baja,<b>LAS CANUELAS</b><br>Pob: 500.0<br>Score: 0.00 (Muy Baja),0.0,0.0,469,2.7
LAS CORTADERAS,500.0,200.0,18.0,9.0,1,1,0,1,24,3,0,0,0,0.4,6.217,0.0,2.0,6.656999999999986,0.0,24.0,0.0,1,1,0,1,0.8055,0.04,12500.0,5000.0,20.138,2.0,-31.3315892531035,-64.229590962207,3,Tipo D (Infr 0.40 - NBI 2.8%),Muy Alta,<b>LAS CORTADERAS</b><br>Pob: 500.0<br>Score: 0.81 (Muy Alta),1.0,16.11,5,99.2
LAS DALIAS,649.0,200.0,7.0,3.5,0,0,0,0,5,2,46,0,1,0.308,6.477,0.0,0.0,0.0,0.0,7.7,15.41,0,0,0,1,0.1426,0.08,8112.5,2500.0,1.782,1.0,-31.4096984739965,-64.2372977684071,1,Tipo B (Infr 0.14 - NBI 3.0%),Baja,<b>LAS DALIAS</b><br>Pob: 649.0<br>Score: 0.14 (Baja),0.33,2.1972,303,38.9
