id,cueanexo,nombre,est_sector,est_ambito,est_domicilio,est_barrio,est_localidad,est_departamento,nivel,n_plan_estudio,lon,lat
2729,140132900,MARTIN AVELINO PIÑERO,Estatal,Rural Disperso,CALLE PUBLICA S/N,,COLONIA BEIRO NORTE,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-61.9475,-30.6508
2730,140133000,ESCUELA ELSA MOLINA DE CODO,Estatal,Rural Disperso,9 DE JULIO,,COLONIA SAN PEDRO,SAN JUSTO,"[""1. Común - Primario""]",,-61.9174,-30.7812
2731,140133100,ESCUELA ERNESTO JUSTO PERALTA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA MIRAMAR,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.1431,-30.7498
2732,140133200,J.DE INF. ERNESTO JUSTO PERALTA,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA MIRAMAR,SAN JUSTO,"[""0. Común - Inicial""]",,-62.1431,-30.7498
2733,140133300,J.DE INF. RECONQUISTA,Estatal,Rural Aglomerado,SARMIENTO 531,,ALTOS DE CHIPION,SAN JUSTO,"[""0. Común - Inicial""]",,-62.3392,-30.9573
2734,140133301,J.DE INF. RECONQUISTA- ANEXO  DE CNIA.MONTE GRANDE,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA MONTE GRANDE,SAN JUSTO,"[""0. Común - Inicial""]",,-62.39,-31.1022
2735,140133400,MARIANO MORENO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA MILESSI,SAN JUSTO,"[""1. Común - Primario""]",,-62.0902,-30.8059
2736,140133800,J.DE INF. FRANCISCO NARCISO LAPRIDA,Estatal,Urbano,FACUNDO QUIROGA 546,CENTRO,SAN JOSE DE LA DORMIDA,TULUMBA,"[""0. Común - Inicial""]",,-63.9496,-30.3584
2737,140133801,J.DE INF. FRANCISCO NARCISO LAPRIDA -ANEXO DE LA TOMA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,LA TOMA,TULUMBA,"[""0. Común - Inicial""]",,-64.0102,-30.213
2738,140133802,J.DE INF. FRANCISCO N. LAPRIDA-ANEXO EL RODEO,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,EL RODEO,TULUMBA,"[""0. Común - Inicial""]",,-63.8646,-30.1785
2739,140133900,LUCIO CORREA MORALES,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,PUESTO DE CEJAS,TULUMBA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.5169,-30.4897
2740,140134000,J.DE INF. JUAN ZORRILLA DE SAN MARTIN,Estatal,Urbano,AV. MALBRAN 4178,CERRO DE LAS ROSAS,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2358,-31.373
2741,140134100,JOSE INGENIEROS,Estatal,Rural Disperso,Ruta Provincial N° 4 p/ Buchardo,,COLONIA LOS CEIBOS,GENERAL ROCA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.5006,-34.563
2742,140134300,GUIDO SPANO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,ESTANCIA LA VANGUARDIA,GENERAL ROCA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.5467,-34.8322
2743,140134400,LUCIO VICTORIO MANSILLA,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,CAMPO LA ADELA,GENERAL ROCA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.3857,-34.8189
2744,140134500,J.DE INF. JOSE MARIA PAZ,Estatal,Rural Aglomerado,GOB. JUAN B. BUSTOS 39,,HIPOLITO BOUCHARD,GENERAL ROCA,"[""0. Común - Inicial""]",,-63.5118,-34.7237
2745,140134600,MANUEL BELGRANO C/ALBERGUE ANEXO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,LECUEDER,GENERAL ROCA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.8113,-34.4985
2746,140134900,J.DE INF. JOSE CROTTO,Estatal,Urbano,DR. OSVALDO DEPINO 1091,,VILLA VALERIA,GENERAL ROCA,"[""0. Común - Inicial""]",,-64.9209,-34.3404
2747,140135000,J.DE INF. MOISES ALVAREZ,Estatal,Rural Disperso,CALLE PUBLICA,,VILLA SARMIENTO,GENERAL ROCA,"[""0. Común - Inicial""]",,-64.7252,-34.1223
2748,140135100,J.DE INF. MERCEDITAS DE SAN MARTIN,Estatal,Urbano,ROSELLO 344,CENTRO,VILLA HUIDOBRO,GENERAL ROCA,"[""0. Común - Inicial""]",,-64.5826,-34.8401
2749,140135300,ESCUELA GABRIELA MISTRAL,Estatal,Urbano,27 DE ABRIL 5650,QUEBRADA LAS ROSAS,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2555,-31.3937
2750,140135400,J.DE INF. GABRIELA MISTRAL,Estatal,Urbano,PALPA 5630,QUEBRADA LAS ROSAS,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2554,-31.3937
2751,140135600,J.DE INF. ANTARTIDA ARGENTINA,Estatal,Urbano,BELGRANO,MILITAR GENERAL DEHEZA,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2722,-31.3957
2752,140135700,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO,Estatal,Urbano,AV. HUMBERTO PRIMO 2285,ALTO ALBERDI,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.211,-31.4021
2753,140136000,J.DE INF. ROSARIO VERA PEÑALOZA,Estatal,Urbano,JOSE FIERRO 3847,LOS GRANADOS,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2389,-31.4248
2754,140135702,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO ANEXO REPUBLICA DEL ECUADOR,Estatal,Urbano,PEDRO HURTADO,RESIDENCIAL SAN ROQUE,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.2433,-31.4224
2755,140133702,J.DE INF. JOSE MANUEL ESTRADA ANEXO ROSARIO DEL SALADILLO,Estatal,Rural Aglomerado,JAVIER GARCIA,,VILLA ROSARIO DEL SALADILLO,TULUMBA,"[""0. Común - Inicial""]",,-63.4746,-30.4315
2756,140135706,ESCUELA NOCTURNA EULOGIA SALVATIERRA DE PALACIO ANEXO Bº RENE FAVALORO,Estatal,Urbano,LUNA Y CARDENAS 3832,RENE FAVALORO,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.2327,-31.409
2757,140136400,J.DE INF. ARTURO CAPDEVILA,Estatal,Urbano,AVIADOR ZANNI 3346,AMEGHINO NORTE,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2328,-31.431
2758,140136500,J.DE INF. REPUBLICA DEL PERU,Estatal,Urbano,VIEYTES SUR 1568,LOS NARANJOS,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2191,-31.4287
2759,140136600,INST. SUP. ZARELA MOYANO DE TOLEDO,Estatal,Urbano,GRAL BUSTOS 1336,17 DE OCTUBRE,JESUS MARIA,COLON,"[""3. Común - Superior""]",,-64.0912,-30.9769
2760,140136601,INST. SUP. ZARELA MOYANO DE TOLEDO-ANEXO SAN FCO.DEL CHAÑAR,Estatal,Urbano,ALBERDI  189,CENTRO,SAN FRANCISCO DEL CHAÑAR,SOBREMONTE,"[""3. Común - Superior""]",,-63.9432,-29.7913
2761,140136604,INST. SUP. ZARELA MOYANO DE TOLEDO - ANEXO SEBASTIAN ELCANO,Estatal,Urbano,MAESTRO PIÑA 279,CENTRO,SEBASTIAN ELCANO,RIO SECO,"[""3. Común - Superior""]",,-63.592,-30.1601
2762,140136700,ESCUELA DALMACIO VELEZ SARSFIELD,Estatal,Urbano,AV. COLON 2295,ALTO ALBERDI,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2126,-31.4051
2763,140136800,COLEGIO SAN LUIS GONZAGA,Privado,Urbano,SANTA ROSA 2035,ALTO ALBERDI,CORDOBA,CAPITAL,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.2092,-31.4048
2764,140137000,ESCUELA PRIMER TENIENTE AVILA,Estatal,Urbano,QUINCHAN 1070,PARQUE REPUBLICA,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2628,-31.4162
2765,140137200,ESCUELA ALAS ARGENTINAS,Estatal,Urbano,BONN 4627,ESTACION FLORES,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2472,-31.4509
2766,140137300,INST. SUP. DE CULTURAS ABORIGENES,Privado,Urbano,LA RIOJA 2115,ALTO ALBERDI,CORDOBA,CAPITAL,"[""3. Común - Superior""]",,-64.2098,-31.4035
2767,140137600,J.DE INF. PRIMER TENIENTE AVILA,Estatal,Urbano,ALTO ALEGRE 1079,PARQUE REPUBLICA,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2639,-31.4157
2768,140137700,J.DE INF. MANUEL E. PEREZ BULNES,Estatal,Urbano,FRANCISCO DE ARTEAGA ESQ. FORMOSA,LAS VIOLETAS,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2525,-31.4104
2769,140137800,C.E.N.P.A. Nº 23 DE MONTE BUEY,Estatal,Urbano,9 DE JULIO 351,,MONTE BUEY,MARCOS JUAREZ,"[""6. Jóvenes y Adultos - Primario""]",,-62.457,-32.919
2770,140137900,J.DE INF. MANUEL BELGRANO,Estatal,Urbano,AVELLANEDA 336,,MONTE BUEY,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-62.4553,-32.9211
2771,140137901,J.DE INF. MANUEL BELGRANO ANEXO SALADILLO,Estatal,Rural Disperso,AVENIDA 24 DE SETIEMBRE,,SALADILLO,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-62.3433,-32.9348
2772,140138000,J.DE INF. HUGO WAST,Estatal,Urbano,SANTIAGO CACERES 2099,CACERES,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.1982,-31.4357
2773,140138100,ESCUELA NOCTURNA GENERAL SAN MARTIN,Estatal,Urbano,AV.CASTRO BARROS 802,SAN MARTIN,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.1986,-31.3979
2774,140138200,J.DE INF. MIGUEL R. DE LA TORRE,Estatal,Urbano,LA GRANJA 3199,ALTO VERDE,CORDOBA,CAPITAL,"[""0. Común - Inicial""]",,-64.2205,-31.3711
2775,140138400,J.DE INF. JUAN BAUTISTA ALBERDI,Estatal,Urbano,SARGENTO CABRAL 855,,CAMILO ALDAO,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-62.092,-33.1275
2776,140138600,JORGE LUIS BORGES,Estatal,Rural Disperso,CALLE PUBLICA,,PIEDRITA BLANCA,MINAS,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.43,-30.8061
2777,140138800,MARTIN MIGUEL DE GUEMES,Estatal,Rural Disperso,CALLE PUBLICA,,OJO DE AGUA,MINAS,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.2466,-31.2167
2778,140138900,25 DE MAYO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,CERRO BOLA,MINAS,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.3394,-31.2739
2779,140139000,ESCUELA COMANDANTE ROSENDO LEAL,Estatal,Rural Disperso,CESAR MANUEL VERA,,CIENAGA DEL CORO,MINAS,"[""1. Común - Primario""]",,-65.2825,-31.0412
2780,140138101,ESCUELA NOCTURNA GENERAL SAN MARTIN ANEXO EXT. AULICA Bº NUEVA CORDOBA ,Estatal,Urbano,RONDEAU  258,,CORDOBA,CAPITAL,"[""6. Jóvenes y Adultos - Primario""]",,-64.1833,-31.423
2781,140139400,JOSE MARIA PAZ,Estatal,Rural Disperso,CALLE PUBLICA,,MOGOTES ASPEROS,MINAS,"[""1. Común - Primario""]",,-65.2474,-31.186
2782,140139700,HUSARES DE PUEYRREDON,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,GUAYASCATE,TULUMBA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.9419,-30.2398
2783,140139800,ESCUELA GENERAL SAN MARTIN,Estatal,Urbano,MAESTRA OLGA PROSDOCIMO 3580,CENTRO,COLONIA CAROYA,COLON,"[""1. Común - Primario""]",,-64.0664,-31.0212
2784,140140100,ESCUELA BERNARDINO RIVADAVIA,Estatal,Urbano,TEJERINA NORTE  1171,LAS QUINTAS,RIO CUARTO,RIO CUARTO,"[""1. Común - Primario""]",,-64.3665,-33.0959
2785,140140300,J.DE INF. BERNARDINO RIVADAVIA,Estatal,Urbano,W. TEJERINA Y RUTA A 005,LAS QUINTAS OESTE,RIO CUARTO,RIO CUARTO,"[""0. Común - Inicial""]",,-64.3664,-33.0959
2786,140140700,J.DE INF. GREGORIA MATORRAS DE SAN MARTIN,Estatal,Urbano,9 DE JULIO 352,CENTRO,RIO CUARTO,RIO CUARTO,"[""0. Común - Inicial""]",,-64.3534,-33.119
2787,140140800,COLEGIO  GALILEO GALILEI,Privado,Urbano,ALVEAR 1040,CENTRO,RIO CUARTO,RIO CUARTO,"[""1. Común - Primario""]",,-64.3516,-33.1267
2788,140141200,C.E.N.P.A. SERVICIO PENITENCIARIO Nº5 B,Estatal,Urbano,GENERAL DEHEZA 1100,BELGRANO,VILLA MARIA,GENERAL SAN MARTIN,"[""6. Jóvenes y Adultos - Primario""]",,-63.2561,-32.395
2789,140141300,ESCUELA LUCIO VICTORIO MANSILLA,Estatal,Urbano,GALO LLORENTE 229,BELGRANO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-63.3824,-34.1176
2790,140141400,J.DE INF. LUCIO VICTORIO MANSILLA,Estatal,Urbano,GALO LLORENTE 130,BELGRANO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial""]",,-63.383,-34.1197
2791,140141500,ESCUELA MANUEL BELGRANO,Estatal,Urbano,GUILLERMO GRANT 198,PUEYRREDON,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-63.3803,-34.1288
2792,140141600,J.DE INF. MANUEL BELGRANO,Estatal,Urbano,GUILLERMO GRANT 198,PUEYRREDON,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial""]",,-63.3803,-34.1285
2793,140145000,C.E.N.P.A. VILLA ASCASUBI,Estatal,Urbano,MALVINA ARGENTINA,,VILLA ASCASUBI,TERCERO ARRIBA,"[""6. Jóvenes y Adultos - Primario""]",,-63.8856,-32.1663
2794,140142100,ESCUELA DALMACIO VELEZ SARSFIELD,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA SAN MIGUEL,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-62.8337,-33.9877
2795,140142300,REMEDIOS DE ESCALADA,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,ESTANCIA LA EMILIA,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.1838,-33.9495
2796,140142500,J.DE INF. ALFREDO MIGUEL CHOPITEA,Estatal,Rural Aglomerado,ALVEAR 250,CENTRO,LA CESIRA,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial""]",,-62.9772,-33.9515
2797,140142600,ESCUELA GRAL. VICTORIANO RODRIGUEZ,Estatal,Rural Aglomerado,ALVEAR 220,,LA CESIRA,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-62.9771,-33.9514
2798,140142700,ESCUELA PEDRO BONIFACIO PALACIOS,Estatal,Rural Aglomerado,CORRIENTES,,ROSALES,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-63.1517,-34.1724
2799,140142900,J.DE INF. JOSE RUBIROLA,Estatal,Rural Aglomerado,SARMIENTO 205,,VILLA ROSSI,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial""]",,-63.2674,-34.2967
2800,140143000,ESCUELA JOSE RUBIROLA,Estatal,Rural Aglomerado,DR. LUIS ROSSI,,VILLA ROSSI,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-63.2679,-34.2967
2801,140143200,ESCUELA FORTIN EL ARBOL (EX-NACIONAL 309),Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA EL ARBOL,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.0001,-34.3338
2802,140143500,DR. DALMACIO VELEZ SARSFIELD,Estatal,Rural Disperso,CALLE PUBLICA S/N,,COLONIA EL NOY,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.8848,-34.3423
2803,140143700,SANTIAGO DE LINIERS,Estatal,Rural Disperso,CALLE PUBLICA S/N,,COLONIA FABRICA N° 3,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.4123,-34.5063
2804,140143800,ESCUELA DR. JUAN JOSE CASTELLI,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,SAN JOAQUIN,PRESIDENTE ROQUE SAENZ PEÑA,"[""1. Común - Primario""]",,-63.7093,-34.5132
2805,140144000,ESCUELA POLICIA FEDERAL ARGENTINA,Estatal,Urbano,LA CALERA ESQ. LOS CEIBOS,SANTA ANA,MINA CLAVERO,SAN ALBERTO,"[""1. Común - Primario""]",,-65.003,-31.7371
2806,140144300,J.DE INF. DOMINGO F. SARMIENTO,Estatal,Rural Aglomerado,DOMINGO F. SARMIENTO 329,,NONO,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.0016,-31.7946
2807,140144400,J.DE INF. MERCEDES ALLENDE DE CARRANZA PREGOT,Estatal,Rural Disperso,EL ALGARROBO,,LAS CALLES,SAN ALBERTO,"[""0. Común - Inicial""]",,-64.9703,-31.8246
2808,140174100,J.DE INF. DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Disperso,INDEPENDENCIA 89,,MONTE LEÑA,UNION,"[""0. Común - Inicial""]",,-62.5887,-32.6113
2809,140144500,J.DE INF. MANUEL BELGRANO,Estatal,Rural Aglomerado,OJOS DE AGUA S/N,,LAS RABONAS,SAN ALBERTO,"[""0. Común - Inicial""]",,-64.9758,-31.8586
2810,140144600,CEFERINO NAMUNCURA,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,LOS CERROS,SAN ALBERTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.8466,-31.8337
2811,140144700,J.DE INF. DR. HUGO LEONELLI,Estatal,Rural Aglomerado,MAIPU 311,,LOS ZORROS,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-63.2019,-32.0454
2812,140144900,JOSE MARIA PAZ,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,CAMPO MARENGO,TERCERO ARRIBA,"[""1. Común - Primario""]",,-63.5824,-32.1997
2813,140144201,J.DE INF. JOSE DE SAN MARTIN-ANEXO DE ARROYO DE LOS PATOS,Estatal,Rural Aglomerado,Esmeralda,,ARROYO DE LOS PATOS,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.0021,-31.7626
2814,140144202,J.DE INF. JOSE DE SAN MARTIN-ANEXO CAÑADA LARGA,Estatal,Rural Disperso,CALLE PUBLICA,,CAÑADA LARGA,SAN ALBERTO,"[""0. Común - Inicial""]",,-64.9801,-31.7437
2815,140143400,JOSE MANUEL ESTRADA,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA SAN EUGENIO,PRESIDENTE ROQUE SAENZ PEÑA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-63.918,-34.2479
2816,140145600,J.DE INF. GENERAL JOSE MARIA PAZ,Estatal,Urbano,BARTOLOME MITRE 451,,TANCACHA,TERCERO ARRIBA,"[""0. Común - Inicial""]",,-63.984,-32.2438
2817,140145900,J.DE INF. DR. RICARDO LEVENE,Estatal,Rural Disperso,CALLE PUBLICA,,SAUCE ARRIBA,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.146,-31.9214
2818,140146000,ARCELIA RIVEROS,Estatal,Rural Disperso,MARIANO MORENO (KM3 1/2),,LA GLORIA,SAN ALBERTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.0458,-31.7278
2819,140146100,J.DE INF. CORONEL OLMEDO,Estatal,Urbano,GENERAL PAZ 151,CENTRO,SAN PEDRO,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.216,-31.9359
2820,140146200,J.DE INF. WILLIAN HENRY PARTRIDGE,Estatal,Urbano,INTENDENTE ZANOTTI 818,ENSANCHE OESTE,LEONES,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-62.3067,-32.6561
2821,140146600,ESCUELA ESTANISLAO DEL CAMPO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA CARLOS CASADO,MARCOS JUAREZ,"[""1. Común - Primario""]",,-61.9578,-32.6702
2822,140146700,GABRIELA MISTRAL,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA ERMILA,MARCOS JUAREZ,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.3424,-32.5418
2823,140146800,ALMIRANTE GUILLERMO BROWN,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA LA MARIUCHA,MARCOS JUAREZ,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.0827,-32.5681
2824,140146900,PROCERES DE MAYO,Estatal,Rural Disperso,CALLE PUBLICA S/N°,,COLONIA LUIS VELEZ,MARCOS JUAREZ,"[""1. Común - Primario""]",,-62.2779,-32.5095
2825,140147400,C.E.N.P.A (FUNC. EN ESCUELA ALEM),Estatal,Urbano,ANDRES COSTA 486,,NOETINGER,UNION,"[""6. Jóvenes y Adultos - Primario""]",,-62.3057,-32.366
2826,140147500,ESCUELA DOMINGO FAUSTINO SARMIENTO,Estatal,Rural Aglomerado,SAN MARTIN 540,,SAIRA,MARCOS JUAREZ,"[""1. Común - Primario""]",,-62.1017,-32.4089
2827,140147600,J.DE INF. FEDERICO FROEBEL,Estatal,Rural Aglomerado,SAN MARTIN 514,,SAIRA,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-62.1021,-32.4089
2828,140147800,ESCUELA JUANA MANSO,Estatal,Urbano,DEAN FUNES 346,CENTRO,JUSTINIANO POSSE,UNION,"[""1. Común - Primario""]",,-62.6752,-32.8843
2829,140148000,COLEGIO DALMACIO VELEZ SARSFIELD,Privado,Urbano,BELGRANO 222,CENTRO,JUSTINIANO POSSE,UNION,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.6802,-32.8819
2830,140148200,JULIO ARGENTINO ROCA,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,CAMPO COSTA,UNION,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.9564,-33.4793
2831,140148500,ESCUELA GENERAL SAN MARTIN,Estatal,Urbano,PDTE. PERON 75,CENTRO,BALLESTEROS,UNION,"[""1. Común - Primario""]",,-62.9812,-32.5429
2832,140148600,J.DE INF. GENERAL SAN MARTIN,Estatal,Urbano,PDTE. ROCA 1,,BALLESTEROS,UNION,"[""0. Común - Inicial""]",,-62.9794,-32.5482
2833,140148602,J.DE INF. GRAL.SAN MARTIN - ANEXO CAMPO LA HERRADURA,Estatal,Rural Aglomerado,CALLE PUBLICA S/N,,BALLESTEROS SUR,UNION,"[""0. Común - Inicial""]",,-63.1195,-32.5486
2834,140149000,J.DE INF. JUANA MANSO,Estatal,Urbano,LAS HERAS 361,,JUSTINIANO POSSE,UNION,"[""0. Común - Inicial""]",,-62.6761,-32.884
2835,140148400,ESCUELA JULIAN AGUIRRE,Estatal,Rural Aglomerado,EFRAIN TAGLE ,,BALLESTEROS SUR,UNION,"[""1. Común - Primario""]",,-63.0238,-32.5857
2836,140146101,J.DE INF. CORONEL OLMEDO - ANEXO SANTA MARIA,Estatal,Rural Disperso,CALLE PUBLICA,,SANTA MARIA,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.4381,-31.9053
2837,140146102,J.DE INF. CORONEL OLMEDO - ANEXO LAS TOSCAS,Estatal,Rural Disperso,CALLE PUBLICA,,LAS TOSCAS,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.4778,-31.8851
2838,140147100,RAFAEL OBLIGADO,Estatal,Rural Disperso,CALLE PUBLICA S/N ,,COLONIA MOLLES,MARCOS JUAREZ,"[""1. Común - Primario""]",,-62.1808,-32.4411
2839,140145700,VICTOR MERCANTE,Estatal,Rural Disperso,CALLE PUBLICA,,LOS ALGARROBOS,SAN ALBERTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.9365,-31.8003
2840,140149300,SUBOFICIAL PRIMERO MARIO E. FLORES,Estatal,Rural Disperso,CALLE PUBLICA,,LA MAJADILLA,TULUMBA,"[""1. Común - Primario""]",,-64.1844,-30.4337
2841,140149400,DELICIA ANDREA HERRERA OLIVA DE SOSA,Estatal,Rural Disperso,CALLE PUBLICA,,EL BARRIAL,TULUMBA,"[""0. Común - Inicial"",""1. Común - Primario""]",,-64.3257,-30.3313
2842,140149600,JUAN BAUTISTA BUSTOS,Estatal,Rural Disperso,CALLE PUBLICA,,COLONIA NUEVA FRANCIA,SAN JUSTO,"[""0. Común - Inicial"",""1. Común - Primario""]",,-62.6459,-31.4887
2843,140149700,ESCUELA PRIMERA JUNTA,Estatal,Rural Aglomerado,9 DE JULIO 576,,COLONIA SAN BARTOLOME,SAN JUSTO,"[""1. Común - Primario""]",,-62.7259,-31.5281
2844,140149900,ESCUELA CHACABUCO,Estatal,Rural Aglomerado,25 DE MAYO 381,,EL ARAÑADO,SAN JUSTO,"[""1. Común - Primario""]",,-62.8903,-31.7409
2845,140150000,J.DE INF. CHACABUCO,Estatal,Rural Aglomerado,25 DE MAYO 381,EL ARAÑADO,EL ARAÑADO,SAN JUSTO,"[""0. Común - Inicial""]",,-62.8903,-31.7409
2846,140150100,ESCUELA NOCTURNA PRECEPTOR FRANCISCO JAVIER ARIAS,Estatal,Urbano,EDISON 130,CENTRO,VILLA DOLORES,SAN JAVIER,"[""6. Jóvenes y Adultos - Primario""]",,-65.1856,-31.9469
2847,140150200,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Rural Disperso,CALLE PUBLICA S/N,,LA PRIMAVERA,SAN JAVIER,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.2618,-31.9787
2848,140150400,ESCUELA FRANCISCO NARCISO DE LAPRIDA,Estatal,Rural Disperso,CALLE PUBLICA,,CONLARA,SAN JAVIER,"[""1. Común - Primario""]",,-65.2305,-32.082
2849,140150600,ESCUELA GRAL. SAN MARTIN,Estatal,Rural Disperso,17 DE AGOSTO S/N,,EL BARRIAL,SAN JAVIER,"[""1. Común - Primario""]",,-65.3294,-31.9358
2850,140150700,FLORENTINO AMEGHINO,Estatal,Rural Disperso,CALLE PUBLICA,,LOS MATES,SAN JAVIER,"[""0. Común - Inicial"",""1. Común - Primario""]",,-65.0852,-32.2525
2851,140150800,ESCUELA SUPERIOR DE BELLAS ARTES LUIS TESSANDORI,Estatal,Urbano,VELEZ SARSFIELD S/N,LAS ACACIAS,VILLA DOLORES,SAN JAVIER,"[""3. Común - Superior"",""8. Artística""]",,-65.1907,-31.9442
2852,140151000,J.DE INF. EMILIO F. OLMOS,Estatal,Rural Aglomerado,LAVALLE S/N,CENTRO,SAN JOSE,SAN JAVIER,"[""0. Común - Inicial""]",,-64.1242,-30.3954
2853,140151001,J.DE INF. EMILIO F.OLMOS-ANEXO EL BARRIAL,Estatal,Rural Disperso,CALLE PUBLICA S/N°,El BARRIAL,EL BARRIAL,SAN JAVIER,"[""0. Común - Inicial""]",,-65.3292,-31.9361
